name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database,super_class,class,sub_class
M219T711_POS,219.17411945969,711.459778564453,mz219.174510554172rt733.83762,1,2,Nootkatone,4674-50-4,HMDB0013687,C17914,NO01620,(M+H)+,0.2763854,0.9999389,NA,NA,15,0.7157647,0.82233,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
M220T348_2_POS,220.11767881736,348.188858032227,mz220.118005869961rt335.4228,1,2,Pantothenate,137-08-6,HMDB0000210,C00864,L0174,(M+H)+,0.0896749,0.9999936,NA,NA,30,0.8319098,0.8949412,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M221T145_POS,221.095489878975,144.811050415039,mz221.091668850535rt202.078572,1,2,7-Amino-4-methylquinolin-2-ol,19840-99-4,NA,NA,NO00525,(M+HCOO+2H)+,1.077874,0.999071,NA,NA,15,0.5414511,0.7130586,orbitrapDatabase0.0.1,NA,NA,NA
M221T181_POS,221.091945443354,181.132141113281,mz221.092108049448rt217.079328,1,2,Edaravone,89-25-8,HMDB0006240,C13008,NO00516,(M+HCOO+2H)+,0.02012362,0.9999997,NA,NA,15,0.5249244,0.7030776,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Azoles,Pyrazoles
M221T544_POS,221.078326283976,543.76025390625,mz221.078535080033rt544.970166,1,2,"5,7-Dimethoxy-4-methylcoumarin",6093-80-7,NA,NA,MONA_4145,(M+H)+,5.80946,0.9733614,NA,NA,10 ev,0.6898216,0.796149,monaDatabase0.0.1,NA,NA,NA
M221T702_POS,221.189834804615,701.561126708984,mz221.19010925293rt649.24746,1,2,(-)-Caryophyllene oxide,1139-30-6,HMDB0036789,C16908,NO01658,(M+H)+,0.2731323,0.9999403,NA,NA,15,0.4875332,0.6796859,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
M221T791_POS,221.11707263892,790.605712890625,mz221.116763333289rt767.26962,1,2,Morantel,20574-50-9,NA,D08230,MONA_91,(M+H)+,15.10955,0.8330689,NA,NA,Ramp 18.8-28.1,0.5346891,0.6465815,monaDatabase0.0.1,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
M221T96_NEG,221.066440202253,96.0586624145508,mz221.066299438477rt146.665806,1,2,Ethyl .beta.-D-Glucuronide,17685-04-0,NA,NA,NO01706,(M-H)-,1.001404,0.9991981,NA,NA,5,0.7442199,0.8398367,orbitrapDatabase0.0.1,NA,NA,NA
M222T316_NEG,222.07693702953,316.295501708984,mz222.076705932617rt354.548034,1,2,Acetyl-L-tyrosine,537-55-3,HMDB0000866,NA,M1316,(M-H)-,1.235168,0.9987802,NA,NA,30,0.824753,0.8900132,metlinDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M222T504_NEG,222.077124546391,503.592544555664,mz222.08031131013rt482.40735,1,2,N-Acetyl-L-tyrosine,537-55-3,HMDB0000866,NA,S0164,(M-H)-,7.878275,0.9515588,NA,NA,10,0.6257298,0.7479157,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M222T637_1_POS,222.112352637174,637.073059082031,mz222.11262512207rt636.68046,1,2,Risperidone,NA,HMDB0005020,D00426,MONA_1200,(M+HCOO+2H)+,0.2777152,0.9999383,NA,NA,60 (nominal),0.4081518,0.6300717,monaDatabase0.0.1,Organoheterocyclic compounds,Pyridopyrimidines,NA
M223T157_POS,223.02048413949,157.390853881836,mz223.020659742426rt144.821976,1,2,Gly-Cys,57281-78-4,NA,NA,NO00599,(M-H+2Na)+,20.39936,0.7168369,NA,NA,10,0.4488594,0.549351,orbitrapDatabase0.0.1,NA,NA,NA
M223T332_POS,223.107528503698,331.793670654297,mz223.107803344727rt320.478294,1,2,Phe-Gly,721-90-4,NA,NA,NO01695,(M+H)+,0.2583618,0.9999466,NA,NA,15,0.7453888,0.840848,orbitrapDatabase0.0.1,NA,NA,NA
M223T460_POS,223.096373366428,460.041961669922,mz223.096481323242rt404.349444,1,2,Cinnamic acid ethyl ester,103-36-6,NA,C06359,NO00574,(M+HCOO+2H)+,0.0466919,0.9999983,NA,NA,15,0.6099769,0.7562349,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters
M223T660_NEG,223.133643158585,660.221130371094,mz223.133499145508rt716.50608,1,2,Methyl linolenate,301-00-8,NA,NA,M0451,(M-H)-,1.113636,0.9990083,NA,NA,20,0.4422969,0.6510637,metlinDatabase0.0.1,NA,NA,NA
M224T111_POS,224.112697866392,111.132682800293,mz224.11295776989rt101.625828,1,2,N-Acetyl-D-galactosaminitol,10486-91-6,NA,NA,NO01744,(M+H)+,0.1444247,0.9999833,NA,NA,15,0.7717451,0.8573344,orbitrapDatabase0.0.1,NA,NA,NA
M224T232_POS,224.1279239608,231.744506835938,mz224.128182072934rt211.393758,1,2,Mepanipyrim,110235-47-7,NA,C10919,MassBank_1872,(M+H)+,24.83018,0.6106506,NA,NA,15 (nominal),0.4473188,0.5085682,massbankDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines
M224T411_POS,224.029245404906,410.986114501953,mz224.028794772038rt395.976384,1,2,Sulfallate,95-06-7,NA,C19096,NO01742,(M+H)+,10.26307,0.9191881,NA,NA,10,0.5145116,0.6662653,orbitrapDatabase0.0.1,Organic acids and derivatives,Dithiocarbamic acids and derivatives,Dithiocarbamic acid esters
M225T147_POS,225.086844340811,146.633804321289,mz225.08705161101rt134.602698,1,2,Hydroxykynurenine,2147-61-7,HMDB0000732,C02794,n00928,(M+H)+,0.1040275,0.9999913,NA,NA,30,0.7917905,0.8698658,nistDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds
M225T401_NEG,225.076593938214,401.004211425781,mz225.076556802601rt427.898382,1,2,Ethyl syringate,3943-80-4,NA,NA,NO01801,(M-H)-,0.6079935,0.9997043,NA,NA,10,0.4025715,0.6264963,orbitrapDatabase0.0.1,NA,NA,NA
M225T515_POS,225.109573278321,514.564514160156,mz225.109756469727rt510.562518,1,2,PHIP,106105-17-3,HMDB0041008,C16038,MassBank_577,(M+H)+,9.358826,0.9323285,NA,NA,35  (nominal),0.6984213,0.7861365,massbankDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Phenylpyridines
M226T149_2_POS,226.082093942542,149.161071777344,mz226.081580329085rt127.917894,1,2,CYTIDINE,NA,HMDB0000089,C00475,MONA_17992,(M+H-H2O)+,1.600467,0.9979529,NA,NA,20,0.7073351,0.8163168,monaDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA
M226T211_POS,226.090309156989,210.681930541992,mz226.093481072867rt218.022372,1,2,Acyclovir,59277-89-3,HMDB0014925,C06810,M1604,(M+H)+,0.04731783,0.9999982,NA,NA,20,0.7131729,0.8207324,metlinDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M226T528_POS,226.10472618046,528.422515869141,mz226.105026245117rt528.79128,1,2,"2-Chloro-2',6'-diethylacetanilide",6967-29-9,HMDB0032855,NA,NO01780,(M+H)+,14.31561,0.848785,NA,NA,10,0.5994916,0.6929766,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Anilides
M226T588_POS,226.143605169527,588.208374023438,mz226.143905639648rt591.77943,1,2,Terbutaline,NA,HMDB0015009,C07129,MassBank_18086,(M+H)+,0.2890991,0.9999331,NA,NA,10,0.5780624,0.7362639,massbankDatabase0.0.1,Benzenoids,Phenols,Benzenediols
M227T105_POS,227.12484856052,104.88981628418,mz227.125012234781rt94.74129,1,2,Creatinine,60-27-5,HMDB0000562,C00791,S0042,(2M+H)+,0.269413,0.9999419,NA,NA,10,0.7439013,0.8399165,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M227T226_2_POS,227.0660830702,226.353134155273,mz227.066314697266rt213.020868,1,2,Uridine,58-96-8,HMDB0000296,C00299,MONA_18578,(M+H-H2O)+,0.1964832,0.9999691,NA,NA,20,0.4520911,0.6575454,monaDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA
M227T323_2_POS,227.102498021795,322.982238769531,mz227.102676998383rt308.898408,1,2,Glutamyl-Proline,25593-72-0,HMDB0028827,NA,n01038,(M+H-H2O)+,0.142496,0.9999838,NA,NA,40,0.6908017,0.806745,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M227T421_NEG,227.103642429848,421.289855957031,mz227.103407159572rt373.027428,1,2,"3,4'-Isopropylidenediphenol",46765-25-7,NA,NA,NO01833,(M-H)-,10.7321,0.9119753,NA,NA,20,0.4234016,0.6066167,orbitrapDatabase0.0.1,NA,NA,NA
M227T473_POS,227.081543185217,472.944610595703,mz227.081096103594rt460.02603,1,2,D-Biotin,58-85-5,HMDB0000030,C00120,L0014,(M+H-H2O)+,9.434741,0.9312649,NA,NA,25,0.597563,0.7227012,nistDatabase0.0.1,Organoheterocyclic compounds,Biotin and derivatives,NA
M227T630_NEG,227.128859867312,630.077484130859,mz227.128541664818rt687.65418,1,2,trans-Traumatic acid,6402-36-4,HMDB0000933,C16308,NO01825,(M-H)-,0.895838,0.9993582,NA,NA,10,0.7141002,0.8210719,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M228T204_NEG,227.996969330132,203.633209228516,mz227.996886480797rt241.305102,1,2,Picric acid,88-89-1,NA,NA,NO01841,(M-H)-,17.7162,0.7779515,NA,NA,20,0.5567556,0.6397041,orbitrapDatabase0.0.1,NA,NA,NA
M228T529_POS,228.063089831126,528.655364990234,mz228.063196944126rt525.342534,1,2,8-Methyl-2-(trifluoromethyl)quinolin-4-ol,1701-19-5,NA,NA,NO01810,(M+H)+,0.2423603,0.999953,NA,NA,20,0.6028938,0.751791,orbitrapDatabase0.0.1,NA,NA,NA
M229T110_POS,229.113591515564,109.998550415039,mz229.118373191845rt96.396072,1,2,Proline-Hydroxyproline,NA,HMDB0006695,NA,MONA_19404,(M+H)+,0.1654996,0.9999781,NA,NA,10,0.7266314,0.8291364,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M229T126_NEG,229.082330284196,125.744167327881,mz229.082629343889rt122.17326,1,2,Asp-Pro,42155-95-3,NA,NA,NO01856,(M-H)-,0.9266403,0.9993133,NA,NA,10,0.6385529,0.773838,orbitrapDatabase0.0.1,NA,NA,NA
M229T356_POS,229.118124465234,355.714233398438,mz229.118354464327rt338.774442,1,2,"1-(2,2,2-Trifluoroethyl)-4-piperidinylamine",187217-99-8,NA,NA,NO00734,(M+HCOO+2H)+,6.136161,0.9703272,NA,NA,5,0.4428702,0.6406666,orbitrapDatabase0.0.1,NA,NA,NA
M229T436_POS,229.064020663701,436.323913574219,mz229.063628071364rt403.20936,1,2,N-(omega)-Hydroxyarginine,NA,HMDB0004224,NA,L0418,(M+K)+,15.40482,0.8270858,NA,NA,50,0.635252,0.7071897,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M229T594_POS,229.086110843187,593.965545654297,mz229.086059570313rt600.85182,1,2,Oxybenzone,131-57-7,HMDB0015497,C14285,shen_4469_HMDB15497,(M+H)+,0.2883008,0.9999335,NA,NA,Unknown_11,0.7362212,0.8351133,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzophenones
M229T678_NEG,229.144100355011,677.643035888672,mz229.144045882059rt719.68998,1,2,Dodecanedioic acid,693-23-2,HMDB0000623,C02678,NO01874,(M-H)-,1.135295,0.9989694,NA,NA,25,0.6723512,0.794833,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M230T107_POS,230.121512391502,107.070777893066,mz230.124706476686rt124.530576,1,2,Alachlor-OXA,171262-17-2,NA,NA,MassBank_240,(M+H-2H2O)+,17.99594,0.7717589,NA,NA,30,0.564284,0.6420871,massbankDatabase0.0.1,NA,NA,NA
M230T248_POS,230.01153523036,247.781494140625,mz230.011749267578rt233.216628,1,2,Pyridoxal 5'-phosphate,54-47-7,HMDB0001491,C00018,L0176,(M+H-H2O)+,23.82683,0.634972,NA,NA,25,0.6509184,0.6449385,nistDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyridine carboxaldehydes
M230T269_NEG,230.012767123017,269.034393310547,mz230.012353756084rt271.336002,1,2,Acetaminophen sulfate,10066-90-7,NA,NA,NO01901,(M-H)-,1.11561,0.9990048,NA,NA,25,0.768575,0.8549862,orbitrapDatabase0.0.1,NA,NA,NA
M230T727_POS,230.247696398228,726.607055664062,mz230.247863502935rt755.3985,1,2,"N,N-Dimethyldodecylamine N-oxide",1643-20-5,NA,NA,MassBank_877,(M+H)+,0.008757338,0.9999999,NA,NA,35  (nominal),0.6490322,0.7806451,massbankDatabase0.0.1,NA,NA,NA
M231T110_POS,231.097234599006,109.838550567627,mz231.0975181736rt119.155368,1,2,Aspartyl-Proline,3989-97-7,HMDB0028761,NA,n00967,(M+H)+,0.129566,0.9999866,NA,NA,20,0.7789325,0.8618278,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M231T154_NEG,231.098269888154,153.645568847656,mz231.098129548992rt212.010708,1,2,Asp-Val,13433-04-0,NA,NA,NO01908,(M-H)-,1.176128,0.998894,NA,NA,25,0.7745673,0.8586898,orbitrapDatabase0.0.1,NA,NA,NA
M231T266_NEG,230.996529299438,265.616546630859,mz230.996465659923rt318.089028,1,1,methyl-4-hydroxybenzoate sulfate,NA,NA,NA,RPLC_653,(M-H)-,2.14835,0.9963145,67.26098,0.756342,NCE25,0.5263964,0.7013623,msDatabase_rplc0.0.1,NA,NA,NA
M231T305_POS,231.07968407398,304.723480224609,mz231.083984149406rt329.056182,1,2,Benzanthrone,82-05-3,NA,NA,MassBank_568,(M+H)+,8.810374,0.9397906,NA,NA,35  (nominal),0.7019111,0.7911159,massbankDatabase0.0.1,NA,NA,NA
M231T339_POS,231.076132320096,339.081817626953,mz231.079399562429rt289.81479,1,2,Carbazole,86-74-8,NA,C08060,NO00351,(M+CH3CN+Na)+,24.75109,0.6125692,NA,NA,30,0.4282979,0.4973996,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Carbazoles
M231T628_POS,231.158828862487,628.042175292969,mz231.159261244016rt596.744184,1,2,gamma-Undecalactone,104-67-6,HMDB0038311,NA,MassBank_14202,(M+HCOO+2H)+,0.32811,0.9999139,NA,NA,20,0.4231699,0.6394489,massbankDatabase0.0.1,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
M231T752_POS,231.158877637718,752.039001464844,mz231.158521539213rt713.43942,1,2,Propyphenazone,479-92-5,NA,D01380,MassBank_763,(M+H)+,23.27885,0.6482209,NA,NA,35  (nominal),0.4129556,0.5011801,massbankDatabase0.0.1,Organoheterocyclic compounds,Azoles,Pyrazoles
M232T163_POS,232.14807095113,162.713790893555,mz232.148361206055rt151.327602,1,2,Aminophenazone,58-15-1,HMDB0015493,C07539,shen_4463_HMDB15493,(M+H)+,9.747563,0.9268051,NA,NA,Unknown_2,0.6298335,0.7411979,hmdbDatabase0.0.1,Organoheterocyclic compounds,Azoles,Pyrazoles
M232T328_2_POS,232.154150520127,328.256591796875,mz232.154387758615rt313.883028,1,2,(R)-Butyrylcarnitine,25576-40-3,HMDB0002013,C02862,NO01895,(M+H)+,0.03060346,0.9999993,NA,NA,20,0.7563602,0.8477249,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters
M232T384_POS,232.063627956215,383.532653808594,mz232.058128520097rt440.634492,1,2,2-Amino-5-chlorobenzophenone,719-59-5,NA,NA,NO01902,(M+H)+,14.3213,0.8486744,NA,NA,10,0.5366239,0.6536428,orbitrapDatabase0.0.1,NA,NA,NA
M232T537_POS,232.099850018121,537.204284667969,mz232.096945889917rt548.150166,1,2,1-Naphthaleneacetamide,86-86-2,HMDB0032710,C18533,NO00797,(M+HCOO+2H)+,0.1147248,0.9999895,NA,NA,5,0.5787455,0.736712,orbitrapDatabase0.0.1,Benzenoids,Naphthalenes,NA
M233T458_POS,232.985375181355,457.719573974609,mz232.985046573794rt478.769394,1,2,Saluamine,3086-91-7,HMDB0060761,NA,NO02196,(M+H-H2O)+,17.11643,0.7910628,NA,NA,15,0.4338021,0.5677749,orbitrapDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides
M233T640_POS,233.153414623426,640.023864746094,mz233.152837880621rt664.04952,1,2,Alantolactone,546-43-0,HMDB0035906,C09289,NO01921,(M+H)+,1.905298,0.9971001,NA,NA,20,0.645541,0.7773757,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones
M235T183_POS,235.118878206396,182.924224853516,mz235.118961132376rt166.416858,1,2,Cys-Ile,130529-30-5,HMDB0028778,NA,NO01953,(M+H)+,19.65283,0.7341903,NA,NA,5,0.6818153,0.7014559,orbitrapDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M236T570_NEG,236.09618002534,569.975524902344,mz236.092429747741rt523.385232,1,2,Ser-Asp,2543-31-9,NA,NA,NO01647,(M+NH4-2H)-,9.074369,0.9362476,NA,NA,35,0.415067,0.6105097,orbitrapDatabase0.0.1,NA,NA,NA
M237T566_POS,237.115534066468,566.310913085938,mz237.115659143389rt573.456414,1,2,Dethiobiotin,533-48-2,HMDB0003581,C01909,L0170,(M+Na)+,13.45214,0.8652229,NA,NA,40,0.4343566,0.5959315,nistDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M238T509_POS,238.107218853956,508.743103027344,mz238.107344708193rt473.33187,1,2,N2-Acetyl-L-ornithine,2185-16-2 (6205-08-9),HMDB0003357,C00437,L0134,(M+CH3CN+Na)+,22.23823,0.673255,NA,NA,50,0.420653,0.5153787,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M239T401_POS,239.148717930314,400.608459472656,mz239.148948796585rt390.42783,1,2,Pentaethylene glycol,4792-15-8,NA,NA,NO02068,(M+H)+,0.1219915,0.9999881,NA,NA,35,0.7064788,0.8165448,orbitrapDatabase0.0.1,NA,NA,NA
M239T533_POS,239.088803128977,532.857421875,mz239.089087299801rt531.433788,1,2,"3,4,5-Trimethoxycinnamic_acid",NA,HMDB0002511,NA,MassBank_16084,(M+H)+,5.85675,0.9729319,NA,NA,Unknown_1,0.6517671,0.7722039,massbankDatabase0.0.1,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives
M239T543_NEG,239.085215159093,543.292297363281,mz239.085007954323rt595.64082,1,2,.beta.-Carboline-1-propionic acid,89915-39-9,NA,NA,NO02099,(M-H)-,6.019886,0.971425,NA,NA,10,0.6464565,0.7683197,orbitrapDatabase0.0.1,NA,NA,NA
M240T187_POS,240.108826055259,186.507797241211,mz240.109069942819rt171.089094,1,2,"7,8-Dihydrobiopterin",6779-87-9,HMDB0000038,C02953,L0223,(M+H)+,0.175143,0.9999755,NA,NA,30,0.826961,0.8918414,nistDatabase0.0.1,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives
M241T480_POS,241.104622797755,479.918701171875,mz241.104598333355rt513.877152,1,2,Cyanazine,21725-46-2,NA,C14299,MassBank_1700,(M+H)+,20.74583,0.708708,NA,NA,15 % (nominal),0.6456452,0.6692938,massbankDatabase0.0.1,Organoheterocyclic compounds,Triazines,Aminotriazines
M241T516_2_POS,241.104482561595,516.323364257812,mz241.106989840202rt574.984782,1,2,"3-(3,4,5-Trimethoxyphenyl)propanoic acid",25173-72-2,HMDB0030254,NA,shen_4754_HMDB30254,(M+H)+,0.2094545,0.9999649,NA,NA,Unknown_2,0.71077920000000006,0.8192238,hmdbDatabase0.0.1,Phenylpropanoids and polyketides,Phenylpropanoic acids,NA
M243T134_POS,243.144931268565,134.285957336426,mz243.145240809278rt125.337468,1,2,Huperzine,NA,NA,NA,MONA_14929,(M+H)+,9.930967,0.924133,NA,NA,HCD (NCE 20-30-40%),0.4995586,0.658774,monaDatabase0.0.1,NA,NA,NA
M243T344_2_POS,243.13368418589,344.102966308594,mz243.13452262179rt338.391666,1,2,N-Benzyl-N-methylpiperidin-3-amine,1110700-77-0,NA,NA,NO01275,(M+K)+,21.80655,0.6835738,NA,NA,20,0.4433619,0.5334414,orbitrapDatabase0.0.1,NA,NA,NA
M244T148_2_POS,244.092472950907,147.646789550781,mz244.092296250851rt138.194292,1,2,Cytidine,65-46-3,HMDB0000089,C00475,M0456,(M+H)+,1.259373,0.998732,NA,NA,20,0.490872,0.6813195,metlinDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA
M245T121_1_POS,245.076520649086,121.419319152832,mz245.076781408252rt109.634706,1,2,Pseudouridine,1445-07-4,HMDB0000767,C02067,L0244,(M+H)+,0.1464794,0.9999828,NA,NA,20,0.7705682,0.8565987,nistDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,NA
M245T287_NEG,245.113919513675,287.209747314453,mz245.113805304307rt289.735134,1,2,gamma-L-Glutamyl-L-valine,NA,HMDB0011172,NA,L0410,(M-H)-,1.161739,0.9989209,NA,NA,30,0.7711302,0.8565517,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M245T395_POS,245.091678814989,394.729965209961,mz245.092727024526rt429.691236,1,2,Indole-3-pyruvic acid,35656-49-6,HMDB0060484,C00331,S0357,(M+CH3CN+H)+,1.717561,0.9976428,NA,NA,25,0.4725575,0.6694645,nistDatabase0.0.1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
M247T378_POS,247.128719951387,378.116806030273,mz247.128890368543rt379.862346,1,2,Aspartyl-Leucine,13734-28-6,HMDB0028757,NA,n01051,(M+H)+,0.05092136,0.9999979,NA,NA,30,0.5271096,0.7044427,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M247T473_POS,247.10743763221,473.421997070312,mz247.108139038086rt416.528502,1,2,Tyrosyl-Threonine,1157-39-7,HMDB0029115,NA,n01267,(M+H-2H2O)+,1.172595,0.9989006,NA,NA,30,0.4935044,0.683028,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M247T512_POS,247.132569773161,511.548690795898,mz247.132919311523rt508.229268,1,2,"Abscisic Acid (cis,trans)",21293-29-8,NA,C06082,M1005,(M+H-H2O)+,0.04827881,0.9999981,NA,NA,20,0.5181686,0.6988547,metlinDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
M247T656_POS,247.132595954452,656.042541503906,mz247.132227819555rt602.77032,1,2,(+)-Abscisic Acid,21293-29-8,HMDB0035140,C06082,M1164,(M+H-H2O)+,1.680451,0.9977434,NA,NA,20,0.403175,0.6261381,metlinDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
M247T707_POS,247.130333822905,706.821228027344,mz247.130413840517rt728.15436,1,2,N-Benzylaniline,103-32-2,NA,NA,NO00738,(M+CH3CN+Na)+,24.5346,0.6178205,NA,NA,40,0.4077067,0.4864994,orbitrapDatabase0.0.1,NA,NA,NA
M248T237_POS,248.058463598518,236.599868774414,mz248.058007893052rt210.775254,1,2,"3,4-Dihydroxymethamphetamine",15398-87-5,NA,NA,NO00695,(M-2H+3Na)+,13.98027,0.8552527,NA,NA,10,0.4336399,0.5917447,orbitrapDatabase0.0.1,NA,NA,NA
M248T423_1_POS,248.09157197307,422.877792358398,mz248.091800398358rt412.083714,1,2,Diethyl L-glutamate,16450-41-2,NA,NA,NO01232,(M-H+2Na)+,11.751,0.8954143,NA,NA,30,0.4318118,0.6056627,orbitrapDatabase0.0.1,NA,NA,NA
M248T649_2_POS,248.167755793713,649.20654296875,mz248.167833945245rt667.6236,1,2,4-Isopropylantipyrine,479-92-5,NA,D01380,MONA_18233,(M+NH4)+,19.94813,0.7273538,NA,NA,10,0.4692655,0.5660486,monaDatabase0.0.1,Organoheterocyclic compounds,Azoles,Pyrazoles
M249T321_POS,249.084159159202,321.089782714844,mz249.084617149992rt310.50405,1,2,Pyrimethamine,58-14-0,HMDB0014350,C07391,shen_3442_HMDB14350,(M+H)+,13.89248,0.8569284,NA,NA,Unknown_2,0.5845436,0.6866879,hmdbDatabase0.0.1,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives
M249T586_POS,249.073130799817,585.584259033203,mz249.073372746265rt590.124186,1,2,Pyridoxamine 5'-phosphate,529-96-4,HMDB0001555,C00647,S0345,(M+H)+,24.65687,0.614855,NA,NA,10,0.5118738,0.5504918,nistDatabase0.0.1,Organoheterocyclic compounds,Pyridines and derivatives,Pyridoxamines
M250T322_POS,250.087670062783,322.168060302734,mz250.093421254551rt340.675296,1,2,ADENOSINE,NA,HMDB0000050,C00212,MONA_18094,(M+H-H2O)+,0.08160362,0.9999947,NA,NA,20,0.7259921,0.8287431,monaDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA
M250T365_POS,250.110503606568,365.457855224609,mz250.110851316341rt353.729568,1,2,"2-[2,5-dimethoxy-4-(trifluoromethyl)phenyl]ethanamine",159277-08-4,NA,NA,NO02166,(M+H)+,14.62829,0.8426619,NA,NA,15,0.462985,0.6053638,orbitrapDatabase0.0.1,NA,NA,NA
M250T528_POS,250.044804995728,528.474151611328,mz250.045875359784rt525.026322,1,2,2-Amino-5-chloro-2'-fluorobenzophenone,784-38-3,NA,NA,NO02171,(M+H)+,7.188399,0.9595043,NA,NA,10,0.5818005,0.7234394,orbitrapDatabase0.0.1,NA,NA,NA
M250T698_POS,250.177524959764,698.126922607422,mz250.1784819891rt711.99504,1,2,N-Desmethyltramadol,75377-45-6,NA,NA,NO02160,(M+H)+,4.295027,0.9853506,NA,NA,15,0.6802663,0.7946729,orbitrapDatabase0.0.1,NA,NA,NA
M251T320_POS,251.077280513713,319.634918212891,mz251.077445605501rt307.237524,1,2,Inosine,58-63-9,HMDB0000195,C00294,S0032,(M+H-H2O)+,0.06098625,0.999997,NA,NA,30,0.7340712,0.8337934,nistDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA
M251T396_POS,251.13882055881,395.785461425781,mz251.13899230957rt385.79007,1,2,1-Benzoyl-4-piperidinamine,150514-60-6,NA,NA,NO01276,(M+HCOO+2H)+,0.2692261,0.999942,NA,NA,30,0.7012732,0.813274,orbitrapDatabase0.0.1,NA,NA,NA
M252T329_POS,252.07242520639,328.590576171875,mz252.072622693747rt315.779304,1,2,Dansyl acid,4272-77-9,NA,NA,NO02203,(M+H)+,9.306734,0.933054,NA,NA,15,0.6041545,0.7274918,orbitrapDatabase0.0.1,NA,NA,NA
M253T305_2_POS,253.11188712772,304.668502807617,mz253.116577751576rt309.082554,1,2,Ser-Phe,16875-28-8,NA,NA,NO02220,(M+H)+,4.305621,0.9852787,NA,NA,5,0.6099556,0.7507018,orbitrapDatabase0.0.1,NA,NA,NA
