name,mz,rt,MS2.spectrum.name,Candidate.number,Identification,Level
M337T380,337.0893251,379.9567566,NA,3,"Compound.name:6-(4-ethyl-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0124984;KEGG.ID:NA;Lab.ID:HMDB0124984;Adduct:(M+Na)+;mz.error:0.3561;Database:HMDB.metabolite.data{}Compound.name:6-(5-ethyl-2-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0124985;KEGG.ID:NA;Lab.ID:HMDB0124985;Adduct:(M+Na)+;mz.error:0.3561;Database:HMDB.metabolite.data{}Compound.name:6-(4-ethyl-3-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0126441;KEGG.ID:NA;Lab.ID:HMDB0126441;Adduct:(M+Na)+;mz.error:0.3561;Database:HMDB.metabolite.data",3
M337T256,337.0679255,255.596405,NA,3,"Compound.name:Asparaginyl-Lysine;CAS.ID:NA;HMDB.ID:HMDB0028736;KEGG.ID:NA;Lab.ID:HMDB0028736;Adduct:(M-H+2K)+;mz.error:0.92588;Database:HMDB.metabolite.data{}Compound.name:Lysyl-Asparagine;CAS.ID:NA;HMDB.ID:HMDB0028946;KEGG.ID:NA;Lab.ID:HMDB0028946;Adduct:(M-H+2K)+;mz.error:0.92588;Database:HMDB.metabolite.data{}Compound.name:1-[4,9-Dihydro-2-(methylthio)-1,3-thiazino[6,5-b]indol-4-yl]-2-propanone;CAS.ID:113866-43-6;HMDB.ID:HMDB0038641;KEGG.ID:NA;Lab.ID:HMDB0038641;Adduct:(M+HCOO+2H)+;mz.error:0.92760;Database:HMDB.metabolite.data",3
M337T301,337.1026472,301.2142334,NA,3,"Compound.name:4-(4-Chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-pyridinium (HPP+);CAS.ID:NA;HMDB.ID:HMDB0061000;KEGG.ID:NA;Lab.ID:HMDB0061000;Adduct:(M+H-H2O)+;mz.error:0.3697875;Database:HMDB.metabolite.data{}Compound.name:11,12-Dimethoxydihydrokawain;CAS.ID:38146-60-0;HMDB.ID:HMDB0030767;KEGG.ID:NA;Lab.ID:HMDB0030767;Adduct:(M-H+2Na)+;mz.error:0.6836250;Database:HMDB.metabolite.data{}Compound.name:Coriandrone A;CAS.ID:139906-03-9;HMDB.ID:HMDB0037774;KEGG.ID:NA;Lab.ID:HMDB0037774;Adduct:(M-H+2Na)+;mz.error:0.6836250;Database:HMDB.metabolite.data",3
M337T449,337.0784918,449.1135254,NA,3,"Compound.name:7-Methylguanosine;CAS.ID:20244-86-4;HMDB.ID:HMDB0001107;KEGG.ID:NA;Lab.ID:HMDB0001107;Adduct:(M+K)+;mz.error:0.3703825;Database:HMDB.metabolite.data{}Compound.name:2,3-dimethoxy-4-[(2E)-3-phenylprop-2-en-1-yl]phenol;CAS.ID:NA;HMDB.ID:HMDB0130347;KEGG.ID:NA;Lab.ID:HMDB0130347;Adduct:(M-2H+3Na)+;mz.error:1.0066000;Database:HMDB.metabolite.data{}Compound.name:2,5-dimethoxy-4-[(2E)-3-phenylprop-2-en-1-yl]phenol;CAS.ID:NA;HMDB.ID:HMDB0130350;KEGG.ID:NA;Lab.ID:HMDB0130350;Adduct:(M-2H+3Na)+;mz.error:1.0066000;Database:HMDB.metabolite.data",3
M337T626,337.0989003,625.7310791,NA,3,Compound.name:Flumioxazin;CAS.ID:103361-09-7;HMDB.ID:HMDB0034854;KEGG.ID:C11035;Lab.ID:HMDB0034854;Adduct:(M+H-H2O)+;mz.error:1.537793;Database:HMDB.metabolite.data{}Compound.name:Modafinil;CAS.ID:68693-11-8;HMDB.ID:HMDB0014883;KEGG.ID:NA;Lab.ID:HMDB0014883;Adduct:(M+CH3CN+Na)+;mz.error:1.877202;Database:HMDB.metabolite.data{}Compound.name:Histidinyl-Histidine;CAS.ID:NA;HMDB.ID:HMDB0028887;KEGG.ID:NA;Lab.ID:HMDB0028887;Adduct:(M-H+2Na)+;mz.error:1.970270;Database:HMDB.metabolite.data,3
M337T689,337.1129999,688.5142212,NA,3,Compound.name:Osmundalin;CAS.ID:54835-71-1;HMDB.ID:HMDB0031304;KEGG.ID:NA;Lab.ID:HMDB0031304;Adduct:(M+HCOO+2H)+;mz.error:0.08087;Database:HMDB.metabolite.data{}Compound.name:Furaneol 4-glucoside;CAS.ID:121063-56-7;HMDB.ID:HMDB0032992;KEGG.ID:NA;Lab.ID:HMDB0032992;Adduct:(M+HCOO+2H)+;mz.error:0.08087;Database:HMDB.metabolite.data{}Compound.name:Trimeprazine;CAS.ID:84-96-8;HMDB.ID:HMDB0015376;KEGG.ID:C07172;Lab.ID:HMDB0015376;Adduct:(M+K)+;mz.error:1.42376;Database:HMDB.metabolite.data,3
M337T192,337.0625843,191.6223907,NA,3,Compound.name:Edetic Acid;CAS.ID:62-33-9;HMDB.ID:HMDB0015109;KEGG.ID:C00284;Lab.ID:HMDB0015109;Adduct:(M-H+2Na)+;mz.error:1.547005;Database:HMDB.metabolite.data{}Compound.name:Valdecoxib;CAS.ID:181695-72-7;HMDB.ID:HMDB0005033;KEGG.ID:NA;Lab.ID:HMDB0005033;Adduct:(M+Na)+;mz.error:1.928215;Database:HMDB.metabolite.data{}Compound.name:Uric acid;CAS.ID:69-93-2;HMDB.ID:HMDB0000289;KEGG.ID:C00366;Lab.ID:HMDB0000289;Adduct:(2M+H)+;mz.error:3.489320;Database:HMDB.metabolite.data,3
M337T699,337.2119593,698.5548096,NA,3,Compound.name:Esmolol;CAS.ID:103598-03-4;HMDB.ID:HMDB0014333;KEGG.ID:C06980;Lab.ID:HMDB0014333;Adduct:(M+CH3CN+H)+;mz.error:0.4974825;Database:HMDB.metabolite.data{}Compound.name:Acebutolol;CAS.ID:37517-30-9;HMDB.ID:HMDB0015324;KEGG.ID:C06803;Lab.ID:HMDB0015324;Adduct:(M+H)+;mz.error:0.6202350;Database:HMDB.metabolite.data{}Compound.name:Verapamil  metabolite D-617;CAS.ID:NA;HMDB.ID:HMDB0013962;KEGG.ID:NA;Lab.ID:HMDB0013962;Adduct:(M+HCOO+2H)+;mz.error:0.6719650;Database:HMDB.metabolite.data,3
M337T629,337.1841329,629.3414917,NA,3,Compound.name:S-Japonin;CAS.ID:36031-35-3;HMDB.ID:HMDB0035802;KEGG.ID:NA;Lab.ID:HMDB0035802;Adduct:(M+H)+;mz.error:2.29362;Database:HMDB.metabolite.data{}Compound.name:1-Octen-3-yl glucoside;CAS.ID:209863-00-3;HMDB.ID:HMDB0032959;KEGG.ID:NA;Lab.ID:HMDB0032959;Adduct:(M+HCOO+2H)+;mz.error:4.01416;Database:HMDB.metabolite.data{}Compound.name:Pyridoxamine;CAS.ID:85-87-0;HMDB.ID:HMDB0001431;KEGG.ID:C00534;Lab.ID:HMDB0001431;Adduct:(2M+H)+;mz.error:7.30594;Database:HMDB.metabolite.data,3
M337T525,337.1675757,524.5947266,NA,3,Compound.name:Diisopentyl thiomalate;CAS.ID:68084-03-7;HMDB.ID:HMDB0032223;KEGG.ID:NA;Lab.ID:HMDB0032223;Adduct:(M+HCOO+2H)+;mz.error:1.010775;Database:HMDB.metabolite.data{}Compound.name:Norfloxacin;CAS.ID:70458-96-7;HMDB.ID:HMDB0015192;KEGG.ID:C06687;Lab.ID:HMDB0015192;Adduct:(M+NH4)+;mz.error:1.140095;Database:HMDB.metabolite.data{}Compound.name:Biocytin;CAS.ID:576-19-2;HMDB.ID:HMDB0003134;KEGG.ID:C05552;Lab.ID:HMDB0003134;Adduct:(M+H-2H2O)+;mz.error:4.125985;Database:HMDB.metabolite.data,3
M337T438,337.1606849,438.0908966,NA,3,Compound.name:(S)-3-Octanol glucoside;CAS.ID:129742-31-0;HMDB.ID:HMDB0032958;KEGG.ID:NA;Lab.ID:HMDB0032958;Adduct:(M-H+2Na)+;mz.error:1.99068;Database:HMDB.metabolite.data{}Compound.name:Valganciclovir;CAS.ID:175865-60-8;HMDB.ID:HMDB0015548;KEGG.ID:NA;Lab.ID:HMDB0015548;Adduct:(M+H-H2O)+;mz.error:2.95736;Database:HMDB.metabolite.data{}Compound.name:(-)-trans-Carveol glucoside;CAS.ID:113349-30-7;HMDB.ID:HMDB0029848;KEGG.ID:NA;Lab.ID:HMDB0029848;Adduct:(M+Na)+;mz.error:3.88416;Database:HMDB.metabolite.data,3
M337T354,337.1502453,353.6620789,NA,3,Compound.name:Carteolol;CAS.ID:51781-06-7;HMDB.ID:HMDB0014662;KEGG.ID:C06874;Lab.ID:HMDB0014662;Adduct:(M-H+2Na)+;mz.error:0.6316400;Database:HMDB.metabolite.data{}Compound.name:Asparaginyl-Tyrosine;CAS.ID:NA;HMDB.ID:HMDB0028743;KEGG.ID:NA;Lab.ID:HMDB0028743;Adduct:(M+CH3CN+H)+;mz.error:0.9384225;Database:HMDB.metabolite.data{}Compound.name:Tyrosyl-Asparagine;CAS.ID:NA;HMDB.ID:HMDB0029100;KEGG.ID:NA;Lab.ID:HMDB0029100;Adduct:(M+CH3CN+H)+;mz.error:0.9384225;Database:HMDB.metabolite.data,3
M337T842,337.1772057,842.4639282,NA,3,Compound.name:1-dodecanoyl-glycero-3-phosphate;CAS.ID:NA;HMDB.ID:HMDB0062319;KEGG.ID:NA;Lab.ID:HMDB0062319;Adduct:(M+H-H2O)+;mz.error:0.586590;Database:HMDB.metabolite.data{}Compound.name:LysoPA(i-12:0/0:0);CAS.ID:NA;HMDB.ID:HMDB0114763;KEGG.ID:NA;Lab.ID:HMDB0114763;Adduct:(M+H-H2O)+;mz.error:0.586590;Database:HMDB.metabolite.data{}Compound.name:4-oxo-Retinoic acid;CAS.ID:38030-57-8;HMDB.ID:HMDB0006285;KEGG.ID:C16678;Lab.ID:HMDB0006285;Adduct:(M+Na)+;mz.error:0.722495;Database:HMDB.metabolite.data,3
M337T960,337.2345349,960.08078,NA,3,"Compound.name:Octadecanedioic acid;CAS.ID:871-70-5;HMDB.ID:HMDB0000782;KEGG.ID:NA;Lab.ID:HMDB0000782;Adduct:(M+Na)+;mz.error:1.18669;Database:HMDB.metabolite.data{}Compound.name:9,10-DHOME;CAS.ID:NA;HMDB.ID:HMDB0004704;KEGG.ID:C14828;Lab.ID:HMDB0004704;Adduct:(M+Na)+;mz.error:1.18669;Database:HMDB.metabolite.data{}Compound.name:12,13-DHOME;CAS.ID:NA;HMDB.ID:HMDB0004705;KEGG.ID:C14829;Lab.ID:HMDB0004705;Adduct:(M+Na)+;mz.error:1.18669;Database:HMDB.metabolite.data",3
M338T400,338.0866871,400.0996094,NA,3,Compound.name:DIMBOA-Glc;CAS.ID:113565-32-5;HMDB.ID:HMDB0029710;KEGG.ID:NA;Lab.ID:HMDB0029710;Adduct:(M+H-2H2O)+;mz.error:0.7718325;Database:HMDB.metabolite.data{}Compound.name:Caffeoylmalic acid;CAS.ID:53755-04-7;HMDB.ID:HMDB0029318;KEGG.ID:NA;Lab.ID:HMDB0029318;Adduct:(M+CH3CN+H)+;mz.error:0.8256500;Database:HMDB.metabolite.data{}Compound.name:2-O-Feruloyltartronic acid;CAS.ID:95519-25-8;HMDB.ID:HMDB0032957;KEGG.ID:NA;Lab.ID:HMDB0032957;Adduct:(M+CH3CN+H)+;mz.error:0.8256500;Database:HMDB.metabolite.data,3
M338T115,338.0832148,115.4797134,NA,3,Compound.name:N-Acetyldjenkolic acid;CAS.ID:NA;HMDB.ID:HMDB0029421;KEGG.ID:NA;Lab.ID:HMDB0029421;Adduct:(M+CH3CN+H)+;mz.error:1.620530;Database:HMDB.metabolite.data{}Compound.name:Galactosyl 4-hydroxyproline;CAS.ID:79284-73-4;HMDB.ID:HMDB0029353;KEGG.ID:NA;Lab.ID:HMDB0029353;Adduct:(M-H+2Na)+;mz.error:2.120528;Database:HMDB.metabolite.data{}Compound.name:4-Hydroxyproline galactoside;CAS.ID:80185-44-0;HMDB.ID:HMDB0029354;KEGG.ID:NA;Lab.ID:HMDB0029354;Adduct:(M-H+2Na)+;mz.error:2.120528;Database:HMDB.metabolite.data,3
M338T334,338.086565,333.9300842,NA,3,Compound.name:DIMBOA-Glc;CAS.ID:113565-32-5;HMDB.ID:HMDB0029710;KEGG.ID:NA;Lab.ID:HMDB0029710;Adduct:(M+H-2H2O)+;mz.error:1.077082;Database:HMDB.metabolite.data{}Compound.name:Caffeoylmalic acid;CAS.ID:53755-04-7;HMDB.ID:HMDB0029318;KEGG.ID:NA;Lab.ID:HMDB0029318;Adduct:(M+CH3CN+H)+;mz.error:1.130900;Database:HMDB.metabolite.data{}Compound.name:2-O-Feruloyltartronic acid;CAS.ID:95519-25-8;HMDB.ID:HMDB0032957;KEGG.ID:NA;Lab.ID:HMDB0032957;Adduct:(M+CH3CN+H)+;mz.error:1.130900;Database:HMDB.metabolite.data,3
M338T241,338.0869337,240.7286835,NA,3,Compound.name:DIMBOA-Glc;CAS.ID:113565-32-5;HMDB.ID:HMDB0029710;KEGG.ID:NA;Lab.ID:HMDB0029710;Adduct:(M+H-2H2O)+;mz.error:0.1553325;Database:HMDB.metabolite.data{}Compound.name:Caffeoylmalic acid;CAS.ID:53755-04-7;HMDB.ID:HMDB0029318;KEGG.ID:NA;Lab.ID:HMDB0029318;Adduct:(M+CH3CN+H)+;mz.error:0.2091500;Database:HMDB.metabolite.data{}Compound.name:2-O-Feruloyltartronic acid;CAS.ID:95519-25-8;HMDB.ID:HMDB0032957;KEGG.ID:NA;Lab.ID:HMDB0032957;Adduct:(M+CH3CN+H)+;mz.error:0.2091500;Database:HMDB.metabolite.data,3
M338T534,338.1102597,533.8561401,NA,3,"Compound.name:4-Hydroxyatomoxetine;CAS.ID:NA;HMDB.ID:HMDB0060766;KEGG.ID:NA;Lab.ID:HMDB0060766;Adduct:(M-2H+3Na)+;mz.error:0.6730525;Database:HMDB.metabolite.data{}Compound.name:(1xi,3S)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-1,3-dicarboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0035115;KEGG.ID:NA;Lab.ID:HMDB0035115;Adduct:(M+CH3CN+Na)+;mz.error:2.2431150;Database:HMDB.metabolite.data{}Compound.name:Phenylalanyl-Glutamine;CAS.ID:NA;HMDB.ID:HMDB0028993;KEGG.ID:NA;Lab.ID:HMDB0028993;Adduct:(M-H+2Na)+;mz.error:3.5089725;Database:HMDB.metabolite.data",3
M338T771,338.1075368,770.8769531,NA,3,Compound.name:Charine;CAS.ID:165171-52-8;HMDB.ID:HMDB0039877;KEGG.ID:NA;Lab.ID:HMDB0039877;Adduct:(M+CH3CN+Na)+;mz.error:1.00650;Database:HMDB.metabolite.data{}Compound.name:Oxoadipic acid;CAS.ID:3184-35-8;HMDB.ID:HMDB0000225;KEGG.ID:C00322;Lab.ID:HMDB0000225;Adduct:(2M+NH4)+;mz.error:1.77483;Database:HMDB.metabolite.data{}Compound.name:3-Oxoadipic acid;CAS.ID:689-31-6;HMDB.ID:HMDB0000398;KEGG.ID:C00846;Lab.ID:HMDB0000398;Adduct:(2M+NH4)+;mz.error:1.77483;Database:HMDB.metabolite.data,3
M338T668,338.0677857,667.8397827,NA,3,"Compound.name:4-Fluoromuconolactone;CAS.ID:NA;HMDB.ID:HMDB0060386;KEGG.ID:C16476;Lab.ID:HMDB0060386;Adduct:(2M+NH4)+;mz.error:1.220015;Database:HMDB.metabolite.data{}Compound.name:5-Fluoromuconolactone;CAS.ID:NA;HMDB.ID:HMDB0060395;KEGG.ID:C16477;Lab.ID:HMDB0060395;Adduct:(2M+NH4)+;mz.error:1.220015;Database:HMDB.metabolite.data{}Compound.name:(E,E)-2,4-Decadienoic isobutylamide;CAS.ID:18836-52-7;HMDB.ID:HMDB0030951;KEGG.ID:NA;Lab.ID:HMDB0030951;Adduct:(M-2H+3K)+;mz.error:2.071817;Database:HMDB.metabolite.data",3
M338T673,338.2063472,673.1187744,NA,3,"Compound.name:Val-Val-Val;CAS.ID:NA;HMDB.ID:HMDB0094676;KEGG.ID:NA;Lab.ID:HMDB0094676;Adduct:(M+Na)+;mz.error:3.101935;Database:HMDB.metabolite.data{}Compound.name:Nandrolone;CAS.ID:434-22-0;HMDB.ID:HMDB0002725;KEGG.ID:C07254;Lab.ID:HMDB0002725;Adduct:(M+CH3CN+Na)+;mz.error:6.832190;Database:HMDB.metabolite.data{}Compound.name:1-Phenyl-1,3-dodecanedione;CAS.ID:NA;HMDB.ID:HMDB0035579;KEGG.ID:NA;Lab.ID:HMDB0035579;Adduct:(M+CH3CN+Na)+;mz.error:6.832190;Database:HMDB.metabolite.data",3
M338T374,338.1346331,373.8753967,NA,3,Compound.name:Aspartyl-Tyrosine;CAS.ID:NA;HMDB.ID:HMDB0028765;KEGG.ID:NA;Lab.ID:HMDB0028765;Adduct:(M+CH3CN+H)+;mz.error:0.0078850;Database:HMDB.metabolite.data{}Compound.name:Tyrosyl-Aspartate;CAS.ID:NA;HMDB.ID:HMDB0029101;KEGG.ID:NA;Lab.ID:HMDB0029101;Adduct:(M+CH3CN+H)+;mz.error:0.0078850;Database:HMDB.metabolite.data{}Compound.name:Seryltryptophan;CAS.ID:94421-70-2;HMDB.ID:HMDB0029050;KEGG.ID:NA;Lab.ID:HMDB0029050;Adduct:(M+HCOO+2H)+;mz.error:0.1823475;Database:HMDB.metabolite.data,3
M338T524,338.1789201,523.7763672,NA,3,Compound.name:Glutaminyllysine;CAS.ID:45234-03-5;HMDB.ID:HMDB0028802;KEGG.ID:NA;Lab.ID:HMDB0028802;Adduct:(M+CH3CN+Na)+;mz.error:2.46276;Database:HMDB.metabolite.data{}Compound.name:Lysyl-Glutamine;CAS.ID:NA;HMDB.ID:HMDB0028949;KEGG.ID:NA;Lab.ID:HMDB0028949;Adduct:(M+CH3CN+Na)+;mz.error:2.46278;Database:HMDB.metabolite.data{}Compound.name:Lysyl-Gamma-glutamate;CAS.ID:NA;HMDB.ID:HMDB0028965;KEGG.ID:NA;Lab.ID:HMDB0028965;Adduct:(M+CH3CN+Na)+;mz.error:2.46278;Database:HMDB.metabolite.data,3
M338T435,338.1710372,435.3237305,NA,3,Compound.name:Formylfusarochromanone;CAS.ID:136685-28-4;HMDB.ID:HMDB0038970;KEGG.ID:NA;Lab.ID:HMDB0038970;Adduct:(M+NH4)+;mz.error:0.211400;Database:HMDB.metabolite.data{}Compound.name:Nonivamide;CAS.ID:2444-46-4;HMDB.ID:HMDB0029846;KEGG.ID:NA;Lab.ID:HMDB0029846;Adduct:(M-H+2Na)+;mz.error:1.608662;Database:HMDB.metabolite.data{}Compound.name:Nordihydrocapsaicin;CAS.ID:28789-35-7;HMDB.ID:HMDB0036328;KEGG.ID:C20216;Lab.ID:HMDB0036328;Adduct:(M-H+2Na)+;mz.error:1.608662;Database:HMDB.metabolite.data,3
M338T292,338.1376679,292.2320251,NA,3,"Compound.name:3-(3,4-dimethoxyphenyl)-N-[2-(1-hydroxy-3-methoxy-4-oxocyclohexa-2,5-dien-1-yl)ethyl]prop-2-enimidic acid;CAS.ID:NA;HMDB.ID:HMDB0135474;KEGG.ID:NA;Lab.ID:HMDB0135474;Adduct:(M+H-2H2O)+;mz.error:2.423913;Database:HMDB.metabolite.data{}Compound.name:N-[2-(3,4-dimethoxyphenyl)ethyl]-3-(1-hydroxy-3-methoxy-4-oxocyclohexa-2,5-dien-1-yl)prop-2-enimidic acid;CAS.ID:NA;HMDB.ID:HMDB0135475;KEGG.ID:NA;Lab.ID:HMDB0135475;Adduct:(M+H-2H2O)+;mz.error:2.423913;Database:HMDB.metabolite.data{}Compound.name:Demethoxyegonol;CAS.ID:53279-35-9;HMDB.ID:HMDB0030772;KEGG.ID:NA;Lab.ID:HMDB0030772;Adduct:(M+CH3CN+H)+;mz.error:2.477750;Database:HMDB.metabolite.data",3
M338T214,338.170523,213.8101501,NA,3,Compound.name:Nonivamide;CAS.ID:2444-46-4;HMDB.ID:HMDB0029846;KEGG.ID:NA;Lab.ID:HMDB0029846;Adduct:(M-H+2Na)+;mz.error:0.3231625;Database:HMDB.metabolite.data{}Compound.name:Nordihydrocapsaicin;CAS.ID:28789-35-7;HMDB.ID:HMDB0036328;KEGG.ID:C20216;Lab.ID:HMDB0036328;Adduct:(M-H+2Na)+;mz.error:0.3231625;Database:HMDB.metabolite.data{}Compound.name:Formylfusarochromanone;CAS.ID:136685-28-4;HMDB.ID:HMDB0038970;KEGG.ID:NA;Lab.ID:HMDB0038970;Adduct:(M+NH4)+;mz.error:1.4969000;Database:HMDB.metabolite.data,3
M339T975,338.9673099,975.4202271,NA,3,Compound.name:Maclurin;CAS.ID:519-34-6;HMDB.ID:HMDB0032644;KEGG.ID:C09951;Lab.ID:HMDB0032644;Adduct:(M-H+2K)+;mz.error:1.179620;Database:HMDB.metabolite.data{}Compound.name:Temurin;CAS.ID:2309-49-1;HMDB.ID:HMDB0004328;KEGG.ID:NA;Lab.ID:HMDB0004328;Adduct:(M-2H+3K)+;mz.error:3.424075;Database:HMDB.metabolite.data{}Compound.name:Thienodihydropyridinium;CAS.ID:NA;HMDB.ID:HMDB0013924;KEGG.ID:NA;Lab.ID:HMDB0013924;Adduct:(M-H+2K)+;mz.error:6.217705;Database:HMDB.metabolite.data,3
M339T346,339.0861994,346.0535889,NA,3,"Compound.name:3-(3,4-dihydroxyphenyl)-2-{[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}propanoic acid;CAS.ID:NA;HMDB.ID:HMDB0124967;KEGG.ID:NA;Lab.ID:HMDB0124967;Adduct:(M+H-2H2O)+;mz.error:0.17035;Database:HMDB.metabolite.data{}Compound.name:5,8-dihydroxy-3,6,7-trimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one;CAS.ID:NA;HMDB.ID:HMDB0137979;KEGG.ID:NA;Lab.ID:HMDB0137979;Adduct:(M+H-2H2O)+;mz.error:0.17035;Database:HMDB.metabolite.data{}Compound.name:5,7-dihydroxy-3,6,8-trimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one;CAS.ID:NA;HMDB.ID:HMDB0137980;KEGG.ID:NA;Lab.ID:HMDB0137980;Adduct:(M+H-2H2O)+;mz.error:0.17035;Database:HMDB.metabolite.data",3
M339T214,339.0820929,213.5201874,NA,3,"Compound.name:2-Furoylglycine;CAS.ID:5657-19-2;HMDB.ID:HMDB0000439;KEGG.ID:NA;Lab.ID:HMDB0000439;Adduct:(2M+H)+;mz.error:0.556335;Database:HMDB.metabolite.data{}Compound.name:L-2,3-Dihydrodipicolinate;CAS.ID:16052-12-3;HMDB.ID:HMDB0012247;KEGG.ID:C03340;Lab.ID:HMDB0012247;Adduct:(2M+H)+;mz.error:0.556335;Database:HMDB.metabolite.data{}Compound.name:Cyclocalopin F;CAS.ID:NA;HMDB.ID:HMDB0039825;KEGG.ID:NA;Lab.ID:HMDB0039825;Adduct:(M-H+2Na)+;mz.error:1.136480;Database:HMDB.metabolite.data",3
M339T557,339.136771,556.7822266,NA,3,"Compound.name:2-Methoxyestrone;CAS.ID:362-08-3;HMDB.ID:HMDB0000010;KEGG.ID:C05299;Lab.ID:HMDB0000010;Adduct:(M+K)+;mz.error:2.565915;Database:HMDB.metabolite.data{}Compound.name:19-Oxoandrost-4-ene-3,17-dione;CAS.ID:NA;HMDB.ID:HMDB0006768;KEGG.ID:C05297 ;Lab.ID:HMDB0006768;Adduct:(M+K)+;mz.error:2.565915;Database:HMDB.metabolite.data{}Compound.name:Adrenosterone;CAS.ID:382-45-6;HMDB.ID:HMDB0006772;KEGG.ID:C05285;Lab.ID:HMDB0006772;Adduct:(M+K)+;mz.error:2.565915;Database:HMDB.metabolite.data",3
M339T765,339.1772879,764.7645874,NA,3,Compound.name:1-Methylhistidine;CAS.ID:332-80-9;HMDB.ID:HMDB0000001;KEGG.ID:C01152;Lab.ID:HMDB0000001;Adduct:(2M+H)+;mz.error:0.6633050;Database:HMDB.metabolite.data{}Compound.name:3-Methylhistidine;CAS.ID:368-16-1;HMDB.ID:HMDB0000479;KEGG.ID:C01152;Lab.ID:HMDB0000479;Adduct:(2M+H)+;mz.error:0.6633050;Database:HMDB.metabolite.data{}Compound.name:Famciclovir;CAS.ID:104227-87-4;HMDB.ID:HMDB0014570;KEGG.ID:NA;Lab.ID:HMDB0014570;Adduct:(M+NH4)+;mz.error:0.7905525;Database:HMDB.metabolite.data,3
M339T371,339.1479147,371.3272095,NA,3,"Compound.name:6,10,14-Trimethyl-5,9,13-pentadecatrien-2-one;CAS.ID:762-29-8;HMDB.ID:HMDB0034495;KEGG.ID:NA;Lab.ID:HMDB0034495;Adduct:(M-H+2K)+;mz.error:2.127205;Database:HMDB.metabolite.data{}Compound.name:2-(5,8-Tetradecadienyl)cyclobutanone;CAS.ID:152245-81-3;HMDB.ID:HMDB0037519;KEGG.ID:NA;Lab.ID:HMDB0037519;Adduct:(M-H+2K)+;mz.error:2.127205;Database:HMDB.metabolite.data{}Compound.name:Timolol;CAS.ID:26839-75-8;HMDB.ID:HMDB0014517;KEGG.ID:C07141;Lab.ID:HMDB0014517;Adduct:(M+Na)+;mz.error:4.258390;Database:HMDB.metabolite.data",3
M339T451,339.1657911,451.0521851,NA,3,Compound.name:Proparacaine;CAS.ID:499-67-2;HMDB.ID:HMDB0014945;KEGG.ID:C07383;Lab.ID:HMDB0014945;Adduct:(M-H+2Na)+;mz.error:0.370980;Database:HMDB.metabolite.data{}Compound.name:5a-Androst-3-en-17-one ;CAS.ID:14935-81-0;HMDB.ID:HMDB0006046;KEGG.ID:NA;Lab.ID:HMDB0006046;Adduct:(M-2H+3Na)+;mz.error:3.811045;Database:HMDB.metabolite.data{}Compound.name:5alpha-Androst-16-en-3-one;CAS.ID:18339-16-7;HMDB.ID:HMDB0034406;KEGG.ID:NA;Lab.ID:HMDB0034406;Adduct:(M-2H+3Na)+;mz.error:3.811045;Database:HMDB.metabolite.data,3
M339T142,339.1409726,142.4753876,NA,3,Compound.name:1-Methylguanosine;CAS.ID:2140-65-0;HMDB.ID:HMDB0001563;KEGG.ID:C04545;Lab.ID:HMDB0001563;Adduct:(M+CH3CN+H)+;mz.error:0.3650375;Database:HMDB.metabolite.data{}Compound.name:2-Methylguanosine;CAS.ID:2140-77-4;HMDB.ID:HMDB0005862;KEGG.ID:NA;Lab.ID:HMDB0005862;Adduct:(M+CH3CN+H)+;mz.error:0.3650375;Database:HMDB.metabolite.data{}Compound.name:3'-O-Methylguanosine;CAS.ID:10300-27-3;HMDB.ID:HMDB0006038;KEGG.ID:NA;Lab.ID:HMDB0006038;Adduct:(M+CH3CN+H)+;mz.error:0.3650375;Database:HMDB.metabolite.data,3
M339T931,339.3448157,931.380127,NA,1,Compound.name:Tridemorph;CAS.ID:81412-43-3;HMDB.ID:HMDB0031810;KEGG.ID:C11285;Lab.ID:HMDB0031810;Adduct:(M+CH3CN+H)+;mz.error:19.62706;Database:HMDB.metabolite.data,3
M340T972,339.9705077,972.3558044,NA,3,"Compound.name:Ticlopidine;CAS.ID:55142-85-3;HMDB.ID:HMDB0014353;KEGG.ID:C07140;Lab.ID:HMDB0014353;Adduct:(M-H+2K)+;mz.error: 5.350375;Database:HMDB.metabolite.data{}Compound.name:N-Chloroacetyl-2,6-diethylaniline;CAS.ID:6967-29-9;HMDB.ID:HMDB0032855;KEGG.ID:NA;Lab.ID:HMDB0032855;Adduct:(M-2H+3K)+;mz.error: 8.664635;Database:HMDB.metabolite.data{}Compound.name:Stepronin;CAS.ID:72324-18-6;HMDB.ID:HMDB0015492;KEGG.ID:NA;Lab.ID:HMDB0015492;Adduct:(M-2H+3Na)+;mz.error:10.646187;Database:HMDB.metabolite.data",3
