name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database
M408T439,408.0959789,439.0700378,NA,3,3,Pandamarilactone 31,152606-64-9,HMDB0039766,NA,HMDB0039766,(M-H+2K)+,3.62511,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M408T595,408.1864218,595.046875,NA,3,3,Todatriol glucoside,NA,HMDB0037260,NA,HMDB0037260,(M+NH4)+,0.1843569,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M408T687,408.2376572,686.7603149,NA,3,3,20-Carboxy-leukotriene B4,80434-82-8,HMDB0006059,C05950,HMDB0006059,(M+CH3CN+H)+,0.9344851,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M408T759,408.2734318,758.8961182,NA,3,3,3b-Allotetrahydrocortisol,651-43-4,HMDB0000314,NA,HMDB0000314,(M+CH3CN+H)+,2.430719,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M408T464,408.1926883,463.9963989,NA,3,3,Rilpivirine,NA,HMDB0061725,NA,HMDB0061725,(M+CH3CN+H)+,0.9953779,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M408T328,408.1758322,327.6201172,NA,3,3,2'-alpha-Mannosyl-L-tryptophan,180509-18-6,HMDB0240296,NA,HMDB0240296,(M+CH3CN+H)+,1.638647,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M408T203,408.1972921,202.6950531,NA,3,3,Norgestimate,35189-28-7,HMDB0015092,NA,HMDB0015092,(M+K)+,9.059925,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M408T937,408.2776479,937.4389038,NA,3,3,"15-deoxy-delta12,14-Prostaglandin J2-2-glycerol ester",NA,HMDB0013656,NA,HMDB0013656,(M+NH4)+,7.650926,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T349,409.0642018,349.4257355,NA,3,3,L-Dopachrome,89762-39-0,HMDB0001430,C01693,HMDB0001430,(2M+Na)+,0.277751,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T485,409.0764282,484.8822632,NA,3,3,"6-[3-(6,7-dimethoxy-2H-1,3-benzodioxol-5-yl)oxirane-2-carbonyloxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",NA,HMDB0128722,NA,HMDB0128722,(M+H-2H2O)+,0.152793,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T187,409.0056173,187.0149078,NA,3,3,Ethyl (S)-3-hydroxybutyrate glucoside,NA,HMDB0031693,NA,HMDB0031693,(M-2H+3K)+,2.07914,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T128,409.0585494,128.3283997,NA,3,3,[4-(5-hydroxy-7-methoxy-8-methyl-4-oxo-4H-chromen-3-yl)-2-methoxyphenyl]oxidanesulfonic acid,NA,HMDB0129590,NA,HMDB0129590,(M+H)+,0.6206178,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T739,409.1615392,738.5589905,NA,3,3,Porson,56222-03-8,HMDB0030810,NA,HMDB0030810,(M+Na)+,1.709261,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T821,409.1892268,820.5913696,NA,3,3,Murrayacinine,53508-00-2,HMDB0030224,NA,HMDB0030224,(M+CH3CN+Na)+,1.338782,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T474,409.2063611,473.8872986,NA,3,3,"{2-[4-(4-chloro-1,2-diphenylbut-1-en-1-yl)phenoxy]ethyl}(methyl)amine",NA,HMDB0143635,NA,HMDB0143635,(M+NH4)+,5.30026,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T335,409.1739646,334.6213379,NA,3,3,Pseudoecgonine,NA,HMDB0006348,C12449,HMDB0006348,(2M+K)+,0.9235632,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T203,409.1696177,202.7532501,NA,3,3,Bakkenolide D,18456-03-6,HMDB0034998,NA,HMDB0034998,(M+H)+,4.053043,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M409T749,409.3095127,749.2748718,NA,3,3,"1-a,24R,25-Trihydroxyvitamin D2",NA,HMDB0006227,NA,HMDB0006227,(M+H-2H2O)+,1.336876,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T398,410.0752406,397.6165161,NA,3,3,"{[3,4,5-trihydroxy-6-(2,4,6-trihydroxyphenyl)oxan-2-yl]methoxy}sulfonic acid",NA,HMDB0132678,NA,HMDB0132678,(M+CH3CN+H)+,0.2635882,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T323,410.0587239,322.7410889,NA,3,3,Cefpodoxime,82619-04-3,HMDB0015486,C08114,HMDB0015486,(M+H-H2O)+,0.001904605,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T515_2,410.083483,514.9265747,NA,3,3,"7-hydroxy-6-methoxy-3-(2,3,5-trihydroxy-4-methoxyphenyl)-4H-chromen-4-one",NA,HMDB0125001,NA,HMDB0125001,(M+CH3CN+Na)+,2.888219,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T260,410.1315887,259.9576874,NA,3,3,(R)-Laudanidine,301-21-3,HMDB0030211,C17592,HMDB0030211,(M-2H+3Na)+,0.1696846,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T191,410.074516,190.5580902,NA,3,3,"{[3,4,5-trihydroxy-6-(2,4,6-trihydroxyphenyl)oxan-2-yl]methoxy}sulfonic acid",NA,HMDB0132678,NA,HMDB0132678,(M+CH3CN+H)+,1.503407,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T108,410.0136252,107.9943695,NA,3,3,O-Desmethylindomethacin,NA,HMDB0060545,NA,HMDB0060545,(M-2H+3Na)+,1.976637,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T642,410.216532,642.0909424,NA,3,3,1-(2-Thienyl)-1-heptanone,30711-40-1,HMDB0040241,NA,HMDB0040241,(2M+NH4)+,4.240804,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T576,410.1739243,575.5690918,NA,3,3,N-Carbamoyl glucuronide lorcaserin,NA,HMDB0061159,NA,HMDB0061159,(M+H)+,2.495483,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T748,410.2382473,748.2383423,NA,3,3,Betamethasone,378-44-9,HMDB0014586,C06848,HMDB0014586,(M+NH4)+,10.83531,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T473,410.1911503,473.1025391,NA,3,3,N-Desmethyleletriptan,NA,HMDB0013919,NA,HMDB0013919,(M+CH3CN+H)+,3.660703,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T354,410.1656749,353.6234436,NA,3,3,Chondroitin D-glucuronate,NA,HMDB0060454,NA,HMDB0060454,(M+H)+,0.08730862,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M410T820,410.1926614,820.1478882,NA,3,3,3-Epinobilin,NA,HMDB0036690,NA,HMDB0036690,(M+CH3CN+Na)+,2.834124,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T445,411.0729391,444.6687775,NA,3,3,5'-Hydroxypiroxicam,77459-78-0,HMDB0014096,NA,HMDB0014096,(M+CH3CN+Na)+,1.09988,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T367,411.05276,367.1030579,NA,3,3,"2-Chloro-1,3-dimethoxy-5-methylbenzene",27971-69-3,HMDB0029674,NA,HMDB0029674,(2M+K)+,0.1104335,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T843,411.093545,843.0783691,NA,3,3,N-Caffeoyltryptophan,109163-69-1,HMDB0029830,NA,HMDB0029830,(M-H+2Na)+,1.637836,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T632,411.1793474,632.3683777,NA,3,3,cis- and trans-L-Mercapto-p-menthan-3-one,29725-66-4,HMDB0032205,NA,HMDB0032205,(2M+K)+,1.156731,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T173,411.1508686,172.6580811,NA,3,3,Bufotenine O-glucoside,64656-15-1,HMDB0029564,NA,HMDB0029564,(M-H+2Na)+,1.172382,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T108,411.0803868,107.6838303,NA,3,3,Dopaxanthin quinone,NA,HMDB0012220,NA,HMDB0012220,(M+Na)+,1.024865,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T459,411.1797722,459.0294189,NA,3,3,Estrone glucuronide,2479-90-5,HMDB0004483,C11133,HMDB0004483,(M+H-2H2O)+,0.9624403,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T546,411.1677535,545.8973083,NA,3,3,Thioproperazine,316-81-4,HMDB0015559,NA,HMDB0015559,(M+H-2H2O)+,1.546561,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T283,411.1509009,282.7915344,NA,3,3,Bufotenine O-glucoside,64656-15-1,HMDB0029564,NA,HMDB0029564,(M-H+2Na)+,1.250942,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M411T334,411.1789416,334.2829895,NA,3,3,cis- and trans-L-Mercapto-p-menthan-3-one,29725-66-4,HMDB0032205,NA,HMDB0032205,(2M+K)+,0.1698141,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T224,411.9854681,224.3626709,NA,3,3,"[2-hydroxy-5-(3,5,7-trihydroxy-5H-chromen-2-yl)phenyl]oxidanesulfonic acid",NA,HMDB0127940,NA,HMDB0127940,(M-H+2Na)+,4.344794,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T843,412.1133996,842.7266235,NA,3,3,Peonidin 3-rhamnoside,72551-79-2,HMDB0038091,NA,HMDB0038091,(M+H-2H2O)+,4.421977,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T590,412.109438,589.6347046,NA,3,3,4-O-alpha-D-Galactopyranuronosyl-D-galacturonic acid,5894-59-7,HMDB0039721,C02273,HMDB0039721,(M+CH3CN+H)+,2.177426,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T331,412.1445211,331.2280579,NA,3,3,"2-(acetylamino)-1,5-anhydro-2-deoxy-3-O-b-D-galactopyranosyl-D-arabino-Hex-1-enitol",868264-15-7,HMDB0002278,NA,HMDB0002278,(M+HCOO+2H)+,1.152171,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T624,412.2036809,623.7661438,NA,3,3,3-hydroxyundecanoyl carnitine,NA,HMDB0061637,NA,HMDB0061637,(M-2H+3Na)+,2.771288,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T704,412.283673,704.3125,NA,3,3,"3-Oxo-4,6-choladienoic acid",88179-71-9,HMDB0000476,NA,HMDB0000476,(M+CH3CN+H)+,2.236213,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T545,412.1679118,544.7495728,NA,3,3,Endoxifen,NA,HMDB0060666,C16547,HMDB0060666,(M+K)+,1.292403,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T773,412.2843831,772.8764038,NA,3,3,"3-Oxo-4,6-choladienoic acid",88179-71-9,HMDB0000476,NA,HMDB0000476,(M+CH3CN+H)+,0.513854,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M412T138,412.1459903,138.3294373,NA,3,3,"2-(acetylamino)-1,5-anhydro-2-deoxy-3-O-b-D-galactopyranosyl-D-arabino-Hex-1-enitol",868264-15-7,HMDB0002278,NA,HMDB0002278,(M+HCOO+2H)+,2.412589,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T323,413.075137,322.8395081,NA,3,3,Portulacaxanthin II,NA,HMDB0012281,NA,HMDB0012281,(M+K)+,1.29773,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T581,413.1108909,580.7987061,NA,3,3,S-(Formylmethyl)glutathione,NA,HMDB0060507,C14871,HMDB0060507,(M+CH3CN+Na)+,1.743437,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T496,413.0749664,495.8736572,NA,3,3,Portulacaxanthin II,NA,HMDB0012281,NA,HMDB0012281,(M+K)+,0.8847304,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T176,413.0423015,176.3187485,NA,3,3,Neodiospyrin,33916-25-5,HMDB0029538,NA,HMDB0029538,(M+K)+,0.1533015,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T610,413.1934238,609.8806763,NA,3,3,"6,7-Dimethoxy-7-epirosmanol",194425-48-4,HMDB0030844,NA,HMDB0030844,(M+Na)+,0.2780586,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T708,413.216617,708.1590576,NA,3,3,Acuminoside,120163-17-9,HMDB0029347,NA,HMDB0029347,(M+H-2H2O)+,0.7995129,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T362,413.1660741,362.0787811,NA,3,3,Diethyl tartrate,87-91-2,HMDB0033584,NA,HMDB0033584,(2M+H)+,1.688764,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T244,413.1411437,244.4630432,NA,3,3,Todatriol glucoside,NA,HMDB0037260,NA,HMDB0037260,(M+Na)+,1.823474,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M413T972,413.2655965,972.0095215,NA,3,3,12-Ketodeoxycholic acid,5130-29-0,HMDB0000328,NA,HMDB0000328,(M+Na)+,1.725776,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M414T569,414.1072947,569.4631042,NA,3,3,"3,6-Ditigloyloxytropan-7-ol",7159-86-6,HMDB0029325,NA,HMDB0029325,(M-H+2K)+,1.758672,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M414T318,414.161332,317.8285828,NA,3,3,Mimosine,500-44-7,HMDB0015188,C04771,HMDB0015188,(2M+NH4)+,1.645822,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M414T381,414.1445226,381.4024048,NA,3,3,Chloromarmin,169869-82-3,HMDB0041414,NA,HMDB0041414,(M+CH3CN+Na)+,0.5690501,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M414T479,414.1107184,479.3514557,NA,3,3,Ochratoxin C,4865-85-4,HMDB0029400,NA,HMDB0029400,(M+H-H2O)+,1.094519,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M414T610,414.1959292,610.1062927,NA,3,3,1-(3-Methylbutanoyl)-6-apiosylglucose,467242-31-5,HMDB0039953,NA,HMDB0039953,(M+NH4)+,2.734305,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M414T691,414.2482233,690.7091064,NA,3,3,Blumenol C glucoside,62512-23-6,HMDB0040668,NA,HMDB0040668,(M+CH3CN+H)+,0.9175127,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T971,414.9530972,970.8269653,NA,3,3,Carboxytolbutamide,10/4/2224,HMDB0041849,NA,HMDB0041849,(M-2H+3K)+,0.2527466,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T386,415.0809886,386.2463989,NA,3,3,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,NA,HMDB0060316,C04712,HMDB0060316,(M+H)+,0.9340972,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T310,415.108538,309.8440552,NA,3,3,"1,3-Dimethyluric acid",944-73-0,HMDB0001857,NA,HMDB0001857,(2M+Na)+,0.1018625,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T151_1,415.003538,150.5505905,NA,3,3,Promazine 5-sulfoxide,NA,HMDB0013938,NA,HMDB0013938,(M-2H+3K)+,2.64085,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T209,415.0542297,209.0974121,NA,3,3,"{[3,4,5-trihydroxy-6-(2,4,6-trihydroxyphenyl)oxan-2-yl]methoxy}sulfonic acid",NA,HMDB0132678,NA,HMDB0132678,(M+HCOO+2H)+,0.2341646,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T515,415.1597728,515.2962341,NA,3,3,Zizybeoside I,76819-28-8,HMDB0034954,NA,HMDB0034954,(M+H-H2O)+,0.214226,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T646,415.1946955,645.5902405,NA,3,3,N-alpha-Acetyl-L-lysine,1946-82-3,HMDB0000446,C12989,HMDB0000446,(2M+K)+,1.660103,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T585,415.1634037,584.9235229,NA,3,3,Enalapril,75847-73-3,HMDB0014722,C06977,HMDB0014722,(M+K)+,0.9193585,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T758,415.1960205,758.2120361,NA,3,3,N6-Acetyl-L-lysine,692-04-6,HMDB0000206,C02727,HMDB0000206,(2M+K)+,1.531142,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T963,415.2363202,962.8930664,NA,3,3,Propantheline,298-50-0,HMDB0014920,C07506,HMDB0014920,(M+HCOO+2H)+,2.291151,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T299,415.170127,299.3088379,NA,3,3,9-(beta-D-Ribofuranosyl)zeatin,6025-53-2,HMDB0030388,NA,HMDB0030388,(M+CH3CN+Na)+,0.1401666,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T381,415.1704365,381.3949585,NA,3,3,"5-Megastigmen-7-yne-3,9-diol 9-glucoside",62512-26-9,HMDB0032841,NA,HMDB0032841,(M-H+2Na)+,0.04049903,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T151_2,415.1817889,150.965538,NA,3,3,(2S)-2-Butanol O-[b-D-Apiofuranosyl-(1->6)-b-D-glucopyranoside],NA,HMDB0041255,NA,HMDB0041255,(M+HCOO+2H)+,1.786649,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T765,415.3034788,765.4429932,NA,3,3,Octadecyl fumarate,1741-93-1,HMDB0038073,NA,HMDB0038073,(M+HCOO+2H)+,4.769929,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T863,415.3410562,863.1245728,NA,3,3,DG(8:0/13:0/0:0),NA,HMDB0092907,NA,HMDB0092907,(M+H)+,1.85,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M415T493,415.2535195,493.4017334,NA,3,3,"5-Heptadecyl-1,3-benzenediol",41442-57-3,HMDB0038530,NA,HMDB0038530,(M-2H+3Na)+,6.287783,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T378,416.0943965,377.6086426,NA,3,3,"3,4,5-trihydroxy-6-[(1-oxo-1H-isochromen-3-yl)methoxy]oxane-2-carboxylic acid",NA,HMDB0128626,NA,HMDB0128626,(M+CH3CN+Na)+,2.008186,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T301,416.1119022,300.9898224,NA,3,3,Cephalosporin C,NA,HMDB0060450,C00916,HMDB0060450,(M+H)+,0.8006332,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T617,416.1816501,616.8670044,NA,3,3,N-Feruloylglycyl-L-phenylalanine,40747-82-8,HMDB0029356,NA,HMDB0029356,(M+NH4)+,0.08733206,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T735,416.2041611,735.4039917,NA,3,3,"[4]-Gingerdiol 3,5-diacetate",53254-50-5,HMDB0039132,NA,HMDB0039132,(M+CH3CN+Na)+,0.546674,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T495,416.19121,495.4537964,NA,3,3,"3,4,5-trihydroxy-6-{[1-(4-methoxyphenyl)-4-methyl-3-oxopentyl]oxy}oxane-2-carboxylic acid",NA,HMDB0132960,NA,HMDB0132960,(M+NH4)+,0.8948219,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T412,416.1813176,412.3156128,NA,3,3,N-Feruloylglycyl-L-phenylalanine,40747-82-8,HMDB0029356,NA,HMDB0029356,(M+NH4)+,0.8862628,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T270,416.1562938,270.2080231,NA,3,3,"5-(3',4'-dihydroxyphenyl)-gamma-valerolactone-3'-O-glucuronide",NA,HMDB0029190,NA,HMDB0029190,(M+NH4)+,2.635731,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T844,416.3153811,843.9110107,NA,3,3,3b-Hydroxy-5-cholenoic acid,5255-17-4,HMDB0000308,NA,HMDB0000308,(M+CH3CN+H)+,1.234598,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M416T765,416.305971,765.1527405,NA,3,3,cis-5-Tetradecenoylcarnitine,835598-21-5,HMDB0002014,NA,HMDB0002014,(M+HCOO+2H)+,12.64036,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T365,417.1025628,364.7183838,NA,3,3,"6-{[6-(2-carboxyethyl)-4-methoxy-2H-1,3-benzodioxol-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",NA,HMDB0128730,NA,HMDB0128730,(M+H)+,0.5113467,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T281,417.1021988,281.1669617,NA,3,3,Remoxipride,80125-14-0,HMDB0014553,NA,HMDB0014553,(M+HCOO+2H)+,0.4640134,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T465,417.1060286,464.5800323,NA,3,3,Acenocoumarol,152-72-7,HMDB0015487,NA,HMDB0015487,(M+CH3CN+Na)+,0.6985826,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T142,417.0332559,141.8379669,NA,3,3,Neuromedin B (1-3),NA,HMDB0013016,NA,HMDB0013016,(M-2H+3K)+,1.83183,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T651,417.2008965,650.6078491,NA,3,3,9'-Carboxy-gamma-tocotrienol,17-15-2,HMDB0012869,NA,HMDB0012869,(M-H+2Na)+,1.109806,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T897,417.2151957,897.294,NA,3,3,Gentian Violet,14426-25-6,HMDB0014550,NA,HMDB0014550,(M-H+2Na)+,0.1852162,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T411,417.187455,410.5184021,NA,3,3,Fluocinolone Acetonide,67-73-2,HMDB0014729,NA,HMDB0014729,(M+H-2H2O)+,0.7428267,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T527,417.1728241,526.5411987,NA,3,3,cis-3-Hexenyl b-primeveroside,132278-37-6,HMDB0031690,NA,HMDB0031690,(M+Na)+,0.8943056,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T259,417.1619272,259.0538025,NA,3,3,Prostaglandin H3,60114-66-1,HMDB0013040,NA,HMDB0013040,(M-2H+3Na)+,1.670493,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T146,417.1864731,145.57621,NA,3,3,"2-(2-hydroxy-3,4-dimethoxy-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}cyclohexylidene)acetonitrile",NA,HMDB0125513,NA,HMDB0125513,(M+CH3CN+H)+,0.6191212,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M417T790,417.3355578,790.1201782,NA,3,3,"5b-Cholestane-3a,7a,12a,23S,25-pentol",59906-15-9,HMDB0000483,NA,HMDB0000483,(M+H-2H2O)+,1.717673,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T277,418.0476805,276.6133423,NA,3,3,Sevoflurane,28523-86-6,HMDB0015366,C07520,HMDB0015366,(2M+NH4)+,1.54003,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T562,418.1705703,561.9991455,NA,3,3,"(1RS,2RS)-Guaiacylglycerol 1-glucoside",NA,HMDB0033300,NA,HMDB0033300,(M+CH3CN+H)+,0.4225261,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T297,418.1716603,296.7235413,NA,3,3,Zuclopenthixol,53772-83-1,HMDB0015561,NA,HMDB0015561,(M+NH4)+,0.355048,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T653,418.2150559,653.0935669,NA,3,3,Cadabicine,99964-83-7,HMDB0033451,NA,HMDB0033451,(M+H-H2O)+,6.096084,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T756,418.2635998,756.2619324,NA,3,3,Nevskin,61490-17-3,HMDB0030162,NA,HMDB0030162,(M+NH4)+,11.2983,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T377,418.2001792,376.6158295,NA,3,3,"3b-Hydroxy-6b-(3-chloro-2-hydroxy-2-methylbutanoyloxy)-7(11)-eremophilen-12,8b-olide",171422-90-5,HMDB0041278,NA,HMDB0041278,(M+NH4)+,2.421886,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T440,418.1820502,439.7977905,NA,3,3,Valganciclovir,175865-60-8,HMDB0015548,NA,HMDB0015548,(M+CH3CN+Na)+,2.588241,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T109,418.1634276,109.444767,NA,3,3,Trazodone,19794-93-5,HMDB0014794,C07156,HMDB0014794,(M+HCOO+2H)+,1.579426,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M418T897,418.2189736,896.9893799,NA,3,3,Dodecanedioylcarnitine,NA,HMDB0013327,NA,HMDB0013327,(M-H+2Na)+,2.954775,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T358,419.0493788,357.9216309,NA,3,3,Alginic acid,9005-32-7,HMDB0029940,C01768,HMDB0029940,(M+H)+,2.196228,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T541,419.0911195,540.8119202,NA,3,3,"8,16-dihydroxy-6-(6-hydroxy-1-benzofuran-2-yl)-12-methyl-3,13-dioxapentacyclo[10.7.1.0?,??.04,<U+2079>.0?4,?<U+2079>]icosa-2(10),4,6,8,14(19),15,17-heptaen-11-one",NA,HMDB0137763,NA,HMDB0137763,(M+H-2H2O)+,0.5569672,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T444,419.0678574,444.3100891,NA,3,3,Meticillin,61-32-5,HMDB0015541,C07177,HMDB0015541,(M+K)+,1.074594,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T207,419.0493302,206.871048,NA,3,3,Alginic acid,9005-32-7,HMDB0029940,C01768,HMDB0029940,(M+H)+,2.312205,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T673,419.1219935,673.3707275,NA,3,3,N-(1-Deoxy-1-fructosyl)tryptophan,25020-15-9,HMDB0037847,NA,HMDB0037847,(M+K)+,1.055464,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T390,419.1670501,390.4895935,NA,3,3,Kinetin-7-N-glucoside,NA,HMDB0012243,NA,HMDB0012243,(M+CH3CN+H)+,0.6757807,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T737,419.2272819,736.6682739,NA,3,3,Methyl cellulose,9004-67-5,HMDB0029925,NA,HMDB0029925,(M+H-2H2O)+,0.5490053,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T314,419.1754626,314.134613,NA,3,3,3-Methyl-9H-carbazole-9-carboxaldehyde,NA,HMDB0032757,NA,HMDB0032757,(2M+H)+,0.0826432,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T641,419.2069538,641.4117432,NA,3,3,Isomammein,478-67-1,HMDB0030781,NA,HMDB0030781,(M+HCOO+2H)+,1.144528,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
M419T507,419.1738943,507.1361389,NA,3,3,Bopindolol,69010-88-4,HMDB0015696,NA,HMDB0015696,(M+K)+,1.673597,NA,NA,NA,NA,NA,NA,HMDB.metabolite.data
