name,mz,rt,MS2.spectrum.name,Candidate.number,Identification,Level
M93T135,93.02623566,135.2778015,mz93.026203814134rt137.422806,1,Compound.name:PHENOL;CAS.ID:NA;HMDB.ID:NA;KEGG.ID:NA;Lab.ID:RPLC_308;Adduct:(M-H)-;mz.error:20.91546;mz.match.score:0.7047125;RT.error:64.59837;RT.match.score:0.7729125;CE:NCE25;SS:0.7150707;Total.score:0.7269416;MS2.spectra.name:mz93.026203814134rt137.422806;Database:msDatabase_rplc0.0.1;Dataset.index:2,1
M380T546,380.1741431,546.2899475,NA,3,Compound.name:Dibucaine;CAS.ID:85-79-0;HMDB.ID:HMDB0014668;KEGG.ID:C07879;Lab.ID:HMDB0014668;Adduct:(M+K-2H)-;mz.error:1.085218;Database:HMDB.metabolite.data{}Compound.name:Gibberellin A55;CAS.ID:55035-85-3;HMDB.ID:HMDB0033420;KEGG.ID:NA;Lab.ID:HMDB0033420;Adduct:(M+NH4-2H)-;mz.error:6.599945;Database:HMDB.metabolite.data{}Compound.name:Gibberellin A50;CAS.ID:68062-25-9;HMDB.ID:HMDB0035038;KEGG.ID:NA;Lab.ID:HMDB0035038;Adduct:(M+NH4-2H)-;mz.error:6.599945;Database:HMDB.metabolite.data,3
M380T468,380.134531,468.2573853,NA,3,Compound.name:De-O-methylsimmondsin;CAS.ID:135105-75-8;HMDB.ID:HMDB0041208;KEGG.ID:NA;Lab.ID:HMDB0041208;Adduct:(M+F)-;mz.error: 4.125848;Database:HMDB.metabolite.data{}Compound.name:Grepafloxacin;CAS.ID:119914-60-2;HMDB.ID:HMDB0014509;KEGG.ID:C11368;Lab.ID:HMDB0014509;Adduct:(M+Na-2H)-;mz.error:11.721975;Database:HMDB.metabolite.data{}Compound.name:Enrofloxacin;CAS.ID:93106-60-6;HMDB.ID:HMDB0029861;KEGG.ID:NA;Lab.ID:HMDB0029861;Adduct:(M+Na-2H)-;mz.error:11.721975;Database:HMDB.metabolite.data,3
M380T110,380.0766447,109.8697968,NA,3,Compound.name:N-(1-Deoxy-1-fructosyl)tyrosine;CAS.ID:34393-22-1;HMDB.ID:HMDB0037845;KEGG.ID:NA;Lab.ID:HMDB0037845;Adduct:(M+K-2H)-;mz.error:3.320117;Database:HMDB.metabolite.data{}Compound.name:Avenanthramide 2s;CAS.ID:NA;HMDB.ID:HMDB0029286;KEGG.ID:NA;Lab.ID:HMDB0029286;Adduct:(M+Na-2H)-;mz.error:3.606992;Database:HMDB.metabolite.data{}Compound.name:Avenanthramide 2;CAS.ID:154992-25-3;HMDB.ID:HMDB0033211;KEGG.ID:NA;Lab.ID:HMDB0033211;Adduct:(M+Na-2H)-;mz.error:3.606992;Database:HMDB.metabolite.data,3
M380T710,380.1992167,710.4002686,NA,3,Compound.name:12-Oxo-20-carboxy-leukotriene B4;CAS.ID:NA;HMDB.ID:HMDB0012550;KEGG.ID:NA;Lab.ID:HMDB0012550;Adduct:(M+NH4-2H)-;mz.error:21.67982;Database:HMDB.metabolite.data{}Compound.name:Eremopetasitenin A1;CAS.ID:71047-01-3;HMDB.ID:HMDB0030899;KEGG.ID:NA;Lab.ID:HMDB0030899;Adduct:(M+NH4-2H)-;mz.error:21.67982;Database:HMDB.metabolite.data{}Compound.name:Cinncassiol C2;CAS.ID:73599-14-1;HMDB.ID:HMDB0035168;KEGG.ID:C17642;Lab.ID:HMDB0035168;Adduct:(M+NH4-2H)-;mz.error:21.67982;Database:HMDB.metabolite.data,3
M380T614,380.2104162,613.8246765,NA,3,Compound.name:12-Oxo-20-carboxy-leukotriene B4;CAS.ID:NA;HMDB.ID:HMDB0012550;KEGG.ID:NA;Lab.ID:HMDB0012550;Adduct:(M+NH4-2H)-;mz.error:6.31893;Database:HMDB.metabolite.data{}Compound.name:Eremopetasitenin A1;CAS.ID:71047-01-3;HMDB.ID:HMDB0030899;KEGG.ID:NA;Lab.ID:HMDB0030899;Adduct:(M+NH4-2H)-;mz.error:6.31893;Database:HMDB.metabolite.data{}Compound.name:Cinncassiol C2;CAS.ID:73599-14-1;HMDB.ID:HMDB0035168;KEGG.ID:C17642;Lab.ID:HMDB0035168;Adduct:(M+NH4-2H)-;mz.error:6.31893;Database:HMDB.metabolite.data,3
M380T260,380.1638515,259.5582123,NA,3,Compound.name:Piperolein B;CAS.ID:30505-89-6;HMDB.ID:HMDB0030340;KEGG.ID:NA;Lab.ID:HMDB0030340;Adduct:(M+K-2H)-;mz.error:1.269253;Database:HMDB.metabolite.data{}Compound.name:Isopiperolein B;CAS.ID:NA;HMDB.ID:HMDB0033959;KEGG.ID:NA;Lab.ID:HMDB0033959;Adduct:(M+K-2H)-;mz.error:1.269253;Database:HMDB.metabolite.data{}Compound.name:Norendoxifen;CAS.ID:NA;HMDB.ID:HMDB0060615;KEGG.ID:NA;Lab.ID:HMDB0060615;Adduct:(M+Na-2H)-;mz.error:1.556128;Database:HMDB.metabolite.data,3
M381T357,381.0816584,356.79776,NA,3,"Compound.name:3,4,5-trihydroxy-6-[2-hydroxy-3,4-dimethoxy-5-(3-oxoprop-1-en-1-yl)phenoxy]oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0128694;KEGG.ID:NA;Lab.ID:HMDB0128694;Adduct:(M-H2O-H)-;mz.error:2.50766;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-[6-hydroxy-2,3-dimethoxy-4-(3-oxoprop-1-en-1-yl)phenoxy]oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0128695;KEGG.ID:NA;Lab.ID:HMDB0128695;Adduct:(M-H2O-H)-;mz.error:2.50766;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{[4-methoxy-6-(3-oxopropyl)-2H-1,3-benzodioxol-5-yl]oxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0128700;KEGG.ID:NA;Lab.ID:HMDB0128700;Adduct:(M-H2O-H)-;mz.error:2.50766;Database:HMDB.metabolite.data",3
M381T279,381.0648307,278.538681,NA,3,"Compound.name:{1-[5-hydroxy-8-(2-hydroxypropan-2-yl)-2-oxo-2H,8H,9H-furo[2,3-h]chromen-4-yl]propoxy}sulfonic acid;CAS.ID:NA;HMDB.ID:HMDB0130139;KEGG.ID:NA;Lab.ID:HMDB0130139;Adduct:(M-H2O-H)-;mz.error:0.181745;Database:HMDB.metabolite.data{}Compound.name:({1-[5-hydroxy-8-(2-hydroxypropan-2-yl)-2-oxo-2H,8H,9H-furo[2,3-h]chromen-4-yl]propan-2-yl}oxy)sulfonic acid;CAS.ID:NA;HMDB.ID:HMDB0130141;KEGG.ID:NA;Lab.ID:HMDB0130141;Adduct:(M-H2O-H)-;mz.error:0.181745;Database:HMDB.metabolite.data{}Compound.name:(2-hydroxy-2-{5-hydroxy-2-oxo-4-propyl-2H,8H,9H-furo[2,3-h]chromen-8-yl}propoxy)sulfonic acid;CAS.ID:NA;HMDB.ID:HMDB0130143;KEGG.ID:NA;Lab.ID:HMDB0130143;Adduct:(M-H2O-H)-;mz.error:0.181745;Database:HMDB.metabolite.data",3
M381T150,381.0423935,149.8495255,NA,3,"Compound.name:Nifursol;CAS.ID:16915-70-1;HMDB.ID:HMDB0031764;KEGG.ID:NA;Lab.ID:HMDB0031764;Adduct:(M+NH4-2H)-;mz.error:3.208367;Database:HMDB.metabolite.data{}Compound.name:6-(5-carboxy-2-hydroxy-3-methoxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0128022;KEGG.ID:NA;Lab.ID:HMDB0128022;Adduct:(M+Na-2H)-;mz.error:3.919588;Database:HMDB.metabolite.data{}Compound.name:6-(4-carboxy-2-hydroxy-6-methoxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0128023;KEGG.ID:NA;Lab.ID:HMDB0128023;Adduct:(M+Na-2H)-;mz.error:3.919588;Database:HMDB.metabolite.data",3
M381T530,381.1192012,530.4924316,NA,3,"Compound.name:3,4,5-trihydroxy-6-{5-methoxy-2-[(1E)-3-oxopent-1-en-1-yl]phenoxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0132990;KEGG.ID:NA;Lab.ID:HMDB0132990;Adduct:(M-H)-;mz.error:0.29728;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{[(4E)-5-(4-methoxyphenyl)-3-oxopent-4-en-2-yl]oxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0132991;KEGG.ID:NA;Lab.ID:HMDB0132991;Adduct:(M-H)-;mz.error:0.29728;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{[(4E)-5-(4-methoxyphenyl)-3-oxopent-4-en-1-yl]oxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0132995;KEGG.ID:NA;Lab.ID:HMDB0132995;Adduct:(M-H)-;mz.error:0.29728;Database:HMDB.metabolite.data",3
M381T738,381.1915117,738.4393921,NA,3,Compound.name:Cincassiol B;CAS.ID:73599-13-0;HMDB.ID:HMDB0036855;KEGG.ID:NA;Lab.ID:HMDB0036855;Adduct:(M-H2O-H)-;mz.error:0.765750;Database:HMDB.metabolite.data{}Compound.name:12-Oxo-20-trihydroxy-leukotriene B4;CAS.ID:NA;HMDB.ID:HMDB0012553;KEGG.ID:NA;Lab.ID:HMDB0012553;Adduct:(M-H)-;mz.error:0.854035;Database:HMDB.metabolite.data{}Compound.name:Cinncassiol A;CAS.ID:73599-11-8;HMDB.ID:HMDB0035164;KEGG.ID:NA;Lab.ID:HMDB0035164;Adduct:(M-H)-;mz.error:0.854035;Database:HMDB.metabolite.data,3
M381T985,381.0089416,984.6669922,NA,3,Compound.name:Olsalazine-O-sulfate;CAS.ID:NA;HMDB.ID:HMDB0060600;KEGG.ID:NA;Lab.ID:HMDB0060600;Adduct:(M-H)-;mz.error:13.85246;Database:HMDB.metabolite.data{}Compound.name:Aflatoxin GM1;CAS.ID:23532-00-5;HMDB.ID:HMDB0030477;KEGG.ID:NA;Lab.ID:HMDB0030477;Adduct:(M+K-2H)-;mz.error:17.81060;Database:HMDB.metabolite.data{}Compound.name:Wharangin;CAS.ID:NA;HMDB.ID:HMDB0037754;KEGG.ID:NA;Lab.ID:HMDB0037754;Adduct:(M+K-2H)-;mz.error:17.81060;Database:HMDB.metabolite.data,3
M381T287,381.1398306,287.2958069,NA,3,"Compound.name:Loratadine;CAS.ID:79794-75-5;HMDB.ID:HMDB0005000;KEGG.ID:C06818;Lab.ID:HMDB0005000;Adduct:(M-H)-;mz.error: 5.812257;Database:HMDB.metabolite.data{}Compound.name:Gibberellin A93;CAS.ID:188895-39-8;HMDB.ID:HMDB0031366;KEGG.ID:NA;Lab.ID:HMDB0031366;Adduct:(M+F)-;mz.error:10.943855;Database:HMDB.metabolite.data{}Compound.name:2',8-Dihydroxy-3',4',5',7-tetramethoxyflavan;CAS.ID:133342-95-7;HMDB.ID:HMDB0033905;KEGG.ID:NA;Lab.ID:HMDB0033905;Adduct:(M+F)-;mz.error:10.943855;Database:HMDB.metabolite.data",3
M382T316,382.0773703,315.7891235,NA,3,"Compound.name:5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-);CAS.ID:NA;HMDB.ID:HMDB0062708;KEGG.ID:NA;Lab.ID:HMDB0062708;Adduct:(M+NH4-2H)-;mz.error:1.013057;Database:HMDB.metabolite.data{}Compound.name:Phosphoribosyl formamidocarboxamide;CAS.ID:NA;HMDB.ID:HMDB0001439;KEGG.ID:C04734;Lab.ID:HMDB0001439;Adduct:(M+NH4-2H)-;mz.error:1.014225;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-(1-oxo-1H-isochromene-3-carbonyloxy)oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0128629;KEGG.ID:NA;Lab.ID:HMDB0128629;Adduct:(M+NH4-2H)-;mz.error:1.565877;Database:HMDB.metabolite.data",3
M382T556,382.1325759,556.0389404,NA,3,"Compound.name:4-Hydroxyestrone sulfate;CAS.ID:NA;HMDB.ID:HMDB0012779;KEGG.ID:NA;Lab.ID:HMDB0012779;Adduct:(M+NH4-2H)-;mz.error:1.083065;Database:HMDB.metabolite.data{}Compound.name:2-Hydroxyestrone sulfate;CAS.ID:1240-04-6;HMDB.ID:HMDB0012622;KEGG.ID:NA;Lab.ID:HMDB0012622;Adduct:(M+NH4-2H)-;mz.error:1.084255;Database:HMDB.metabolite.data{}Compound.name:beta-1,4-Mannosyl-N-acetylglucosamine;CAS.ID:856224-94-7;HMDB.ID:HMDB0006535;KEGG.ID:NA;Lab.ID:HMDB0006535;Adduct:(M-H)-;mz.error:7.211823;Database:HMDB.metabolite.data",3
M382T165,382.0525088,164.9575806,NA,3,Compound.name:Guanosine monophosphate;CAS.ID:85-32-5;HMDB.ID:HMDB0001397;KEGG.ID:C00144;Lab.ID:HMDB0001397;Adduct:(M+F)-;mz.error:10.9754;Database:HMDB.metabolite.data{}Compound.name:8-Oxo-dGMP;CAS.ID:NA;HMDB.ID:HMDB0011670;KEGG.ID:NA;Lab.ID:HMDB0011670;Adduct:(M+F)-;mz.error:10.9754;Database:HMDB.metabolite.data{}Compound.name:Cyclic pyranopterin monophosphate;CAS.ID:150829-29-1;HMDB.ID:HMDB0059639;KEGG.ID:C18239;Lab.ID:HMDB0059639;Adduct:(M+F)-;mz.error:10.9754;Database:HMDB.metabolite.data,3
M382T433,382.1041989,433.3605194,NA,3,Compound.name:Rufloxacin;CAS.ID:101363-10-4;HMDB.ID:HMDB0042009;KEGG.ID:C11240;Lab.ID:HMDB0042009;Adduct:(M+F)-;mz.error:0.021370;Database:HMDB.metabolite.data{}Compound.name:Pyriminobac-methyl;CAS.ID:136191-64-5;HMDB.ID:HMDB0040546;KEGG.ID:C18486;Lab.ID:HMDB0040546;Adduct:(M+Na-2H)-;mz.error:5.283862;Database:HMDB.metabolite.data{}Compound.name:Succinyladenosine;CAS.ID:4542-23-8;HMDB.ID:HMDB0000912;KEGG.ID:NA;Lab.ID:HMDB0000912;Adduct:(M-H)-;mz.error:9.465887;Database:HMDB.metabolite.data,3
M382T723,382.1687643,723.3724365,NA,3,"Compound.name:Curcumin II;CAS.ID:91884-87-6;HMDB.ID:HMDB0039610;KEGG.ID:NA;Lab.ID:HMDB0039610;Adduct:(M+NH4-2H)-;mz.error: 6.851215;Database:HMDB.metabolite.data{}Compound.name:1-(4-hydroxy-3-methoxyphenyl)-3-(5-methoxy-2,2-dimethyl-2H-chromen-6-yl)prop-2-en-1-one;CAS.ID:NA;HMDB.ID:HMDB0125864;KEGG.ID:NA;Lab.ID:HMDB0125864;Adduct:(M+NH4-2H)-;mz.error: 6.851230;Database:HMDB.metabolite.data{}Compound.name:Dihydrozeatin-7-N-dihydrozeatin;CAS.ID:NA;HMDB.ID:HMDB0012211;KEGG.ID:NA;Lab.ID:HMDB0012211;Adduct:(M-H)-;mz.error:11.048142;Database:HMDB.metabolite.data",3
M382T823,382.2046417,823.3411255,NA,3,"Compound.name:(2R,6x)-7-Methyl-3-methylene-1,2,6,7-octanetetrol 2-glucoside;CAS.ID:219814-32-1;HMDB.ID:HMDB0033216;KEGG.ID:NA;Lab.ID:HMDB0033216;Adduct:(M+NH4-2H)-;mz.error:9.102145;Database:HMDB.metabolite.data{}Compound.name:(1S,2S,4R,8S)-p-Menthane-1,2,8,9-tetrol 2-glucoside;CAS.ID:402593-52-6;HMDB.ID:HMDB0039975;KEGG.ID:NA;Lab.ID:HMDB0039975;Adduct:(M+NH4-2H)-;mz.error:9.102145;Database:HMDB.metabolite.data{}Compound.name:(1R*,2R*,4R*,8S*)-p-Menthane-1,2,8,9-tetrol 9-glucoside;CAS.ID:402593-84-4;HMDB.ID:HMDB0039976;KEGG.ID:NA;Lab.ID:HMDB0039976;Adduct:(M+NH4-2H)-;mz.error:9.102145;Database:HMDB.metabolite.data",3
M382T283,382.1594248,283.0152588,NA,3,Compound.name:Quetiapine;CAS.ID:111974-69-7;HMDB.ID:HMDB0005021;KEGG.ID:C07397;Lab.ID:HMDB0005021;Adduct:(M-H)-;mz.error:0.0573725;Database:HMDB.metabolite.data{}Compound.name:Moxifloxacin;CAS.ID:354812-41-2;HMDB.ID:HMDB0014363;KEGG.ID:C07663;Lab.ID:HMDB0014363;Adduct:(M-H2O-H)-;mz.error:5.6008100;Database:HMDB.metabolite.data{}Compound.name:2'-alpha-Mannosyl-L-tryptophan;CAS.ID:180509-18-6;HMDB.ID:HMDB0240296;KEGG.ID:NA;Lab.ID:HMDB0240296;Adduct:(M+NH4-2H)-;mz.error:6.4406400;Database:HMDB.metabolite.data,3
M383T416,383.0964628,415.6671753,NA,3,"Compound.name:6-[4-(4-carboxy-2-hydroxybutyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127743;KEGG.ID:NA;Lab.ID:HMDB0127743;Adduct:(M-H2O-H)-;mz.error:4.62182;Database:HMDB.metabolite.data{}Compound.name:6-[5-(4-carboxy-2-hydroxybutyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127744;KEGG.ID:NA;Lab.ID:HMDB0127744;Adduct:(M-H2O-H)-;mz.error:4.62182;Database:HMDB.metabolite.data{}Compound.name:6-{[5-(3,4-dihydroxyphenyl)-4-hydroxypentanoyl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127745;KEGG.ID:NA;Lab.ID:HMDB0127745;Adduct:(M-H2O-H)-;mz.error:4.62182;Database:HMDB.metabolite.data",3
M383T327,383.0972832,326.8930511,NA,3,"Compound.name:6-[4-(4-carboxy-2-hydroxybutyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127743;KEGG.ID:NA;Lab.ID:HMDB0127743;Adduct:(M-H2O-H)-;mz.error:2.57082;Database:HMDB.metabolite.data{}Compound.name:6-[5-(4-carboxy-2-hydroxybutyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127744;KEGG.ID:NA;Lab.ID:HMDB0127744;Adduct:(M-H2O-H)-;mz.error:2.57082;Database:HMDB.metabolite.data{}Compound.name:6-{[5-(3,4-dihydroxyphenyl)-4-hydroxypentanoyl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0127745;KEGG.ID:NA;Lab.ID:HMDB0127745;Adduct:(M-H2O-H)-;mz.error:2.57082;Database:HMDB.metabolite.data",3
M383T554,383.0840627,553.6848145,NA,3,"Compound.name:Mytilin B;CAS.ID:70579-26-9;HMDB.ID:HMDB0033442;KEGG.ID:NA;Lab.ID:HMDB0033442;Adduct:(M+K-2H)-;mz.error: 5.38244;Database:HMDB.metabolite.data{}Compound.name:Xanthotoxol glucoside;CAS.ID:NA;HMDB.ID:HMDB0038626;KEGG.ID:NA;Lab.ID:HMDB0038626;Adduct:(M+F)-;mz.error:14.32647;Database:HMDB.metabolite.data{}Compound.name:2-(3,4-dihydroxy-5-methoxyphenyl)-3,5,7-trihydroxy-6-methoxy-3,4-dihydro-2H-1-benzopyran-4-one;CAS.ID:NA;HMDB.ID:HMDB0128761;KEGG.ID:NA;Lab.ID:HMDB0128761;Adduct:(M+F)-;mz.error:14.32651;Database:HMDB.metabolite.data",3
M383T824,383.1529896,824.1491699,NA,3,"Compound.name:3b,16a-Dihydroxyandrostenone sulfate;CAS.ID:4873-65-8;HMDB.ID:HMDB0000386;KEGG.ID:NA;Lab.ID:HMDB0000386;Adduct:(M-H)-;mz.error:0.924295;Database:HMDB.metabolite.data{}Compound.name:16a-hydroxy DHEA 3-sulfate;CAS.ID:NA;HMDB.ID:HMDB0062544;KEGG.ID:NA;Lab.ID:HMDB0062544;Adduct:(M-H)-;mz.error:0.925490;Database:HMDB.metabolite.data{}Compound.name:16alpha-hydroxydehydroepiandrosterone 3-sulfate;CAS.ID:NA;HMDB.ID:HMDB0062611;KEGG.ID:NA;Lab.ID:HMDB0062611;Adduct:(M-H)-;mz.error:0.925490;Database:HMDB.metabolite.data",3
M383T984,383.1529502,983.9893799,NA,3,"Compound.name:3b,16a-Dihydroxyandrostenone sulfate;CAS.ID:4873-65-8;HMDB.ID:HMDB0000386;KEGG.ID:NA;Lab.ID:HMDB0000386;Adduct:(M-H)-;mz.error:1.022795;Database:HMDB.metabolite.data{}Compound.name:16a-hydroxy DHEA 3-sulfate;CAS.ID:NA;HMDB.ID:HMDB0062544;KEGG.ID:NA;Lab.ID:HMDB0062544;Adduct:(M-H)-;mz.error:1.023990;Database:HMDB.metabolite.data{}Compound.name:16alpha-hydroxydehydroepiandrosterone 3-sulfate;CAS.ID:NA;HMDB.ID:HMDB0062611;KEGG.ID:NA;Lab.ID:HMDB0062611;Adduct:(M-H)-;mz.error:1.023990;Database:HMDB.metabolite.data",3
M383T603,383.1529458,602.678894,NA,3,"Compound.name:3b,16a-Dihydroxyandrostenone sulfate;CAS.ID:4873-65-8;HMDB.ID:HMDB0000386;KEGG.ID:NA;Lab.ID:HMDB0000386;Adduct:(M-H)-;mz.error:1.033795;Database:HMDB.metabolite.data{}Compound.name:16a-hydroxy DHEA 3-sulfate;CAS.ID:NA;HMDB.ID:HMDB0062544;KEGG.ID:NA;Lab.ID:HMDB0062544;Adduct:(M-H)-;mz.error:1.034990;Database:HMDB.metabolite.data{}Compound.name:16alpha-hydroxydehydroepiandrosterone 3-sulfate;CAS.ID:NA;HMDB.ID:HMDB0062611;KEGG.ID:NA;Lab.ID:HMDB0062611;Adduct:(M-H)-;mz.error:1.034990;Database:HMDB.metabolite.data",3
M383T460,383.1914579,459.7700806,NA,3,"Compound.name:Bortezomib;CAS.ID:179324-69-7;HMDB.ID:HMDB0014334;KEGG.ID:NA;Lab.ID:HMDB0014334;Adduct:(M-H)-;mz.error:4.680315;Database:HMDB.metabolite.data{}Compound.name:1,9-Nonanedithiol;CAS.ID:3489-28-9;HMDB.ID:HMDB0031710;KEGG.ID:NA;Lab.ID:HMDB0031710;Adduct:(2M-H)-;mz.error:6.315350;Database:HMDB.metabolite.data{}Compound.name:12-Oxo-20-carboxy-leukotriene B4;CAS.ID:NA;HMDB.ID:HMDB0012550;KEGG.ID:NA;Lab.ID:HMDB0012550;Adduct:(M+F)-;mz.error:9.923180;Database:HMDB.metabolite.data",3
M384T167,384.0932337,167.4219437,NA,3,"Compound.name:2,4-Dihydroxy-7,8-dimethoxy-2H-1,4-benzoxazin-3(4H)-one 2-glucoside;CAS.ID:40246-08-0;HMDB.ID:HMDB0037550;KEGG.ID:NA;Lab.ID:HMDB0037550;Adduct:(M-H2O-H)-;mz.error:0.8170475;Database:HMDB.metabolite.data{}Compound.name:(S)-2,3-Dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid 5-glucoside;CAS.ID:218604-37-6;HMDB.ID:HMDB0034674;KEGG.ID:NA;Lab.ID:HMDB0034674;Adduct:(M-H)-;mz.error:0.9053325;Database:HMDB.metabolite.data{}Compound.name:Zeanoside C;CAS.ID:120293-55-2;HMDB.ID:HMDB0038960;KEGG.ID:NA;Lab.ID:HMDB0038960;Adduct:(M-H)-;mz.error:0.9053325;Database:HMDB.metabolite.data",3
M384T415,384.1012171,415.3667145,NA,3,"Compound.name:Amoxicillin;CAS.ID:26787-78-0;HMDB.ID:HMDB0015193;KEGG.ID:C06827;Lab.ID:HMDB0015193;Adduct:(M+F)-;mz.error: 5.560808;Database:HMDB.metabolite.data{}Compound.name:Phosphatidylserine;CAS.ID:8002-43-5;HMDB.ID:HMDB0014291;KEGG.ID:NA;Lab.ID:HMDB0014291;Adduct:(M-H)-;mz.error:13.163513;Database:HMDB.metabolite.data{}Compound.name:3,4,5-trihydroxy-6-{[3-(hydroxymethyl)-1-oxo-1H-isochromen-7-yl]oxy}oxane-2-carboxylic acid;CAS.ID:NA;HMDB.ID:HMDB0128633;KEGG.ID:NA;Lab.ID:HMDB0128633;Adduct:(M+NH4-2H)-;mz.error:18.925963;Database:HMDB.metabolite.data",3
M384T500,384.0929104,499.9598389,NA,3,"Compound.name:2,4-Dihydroxy-7,8-dimethoxy-2H-1,4-benzoxazin-3(4H)-one 2-glucoside;CAS.ID:40246-08-0;HMDB.ID:HMDB0037550;KEGG.ID:NA;Lab.ID:HMDB0037550;Adduct:(M-H2O-H)-;mz.error:1.625297;Database:HMDB.metabolite.data{}Compound.name:(S)-2,3-Dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid 5-glucoside;CAS.ID:218604-37-6;HMDB.ID:HMDB0034674;KEGG.ID:NA;Lab.ID:HMDB0034674;Adduct:(M-H)-;mz.error:1.713583;Database:HMDB.metabolite.data{}Compound.name:Zeanoside C;CAS.ID:120293-55-2;HMDB.ID:HMDB0038960;KEGG.ID:NA;Lab.ID:HMDB0038960;Adduct:(M-H)-;mz.error:1.713583;Database:HMDB.metabolite.data",3
M384T324,384.1018157,323.5287476,NA,3,"Compound.name:Amoxicillin;CAS.ID:26787-78-0;HMDB.ID:HMDB0015193;KEGG.ID:C06827;Lab.ID:HMDB0015193;Adduct:(M+F)-;mz.error: 4.064308;Database:HMDB.metabolite.data{}Compound.name:Phosphatidylserine;CAS.ID:8002-43-5;HMDB.ID:HMDB0014291;KEGG.ID:NA;Lab.ID:HMDB0014291;Adduct:(M-H)-;mz.error:11.667013;Database:HMDB.metabolite.data{}Compound.name:UK-121,265;CAS.ID:NA;HMDB.ID:HMDB0060893;KEGG.ID:NA;Lab.ID:HMDB0060893;Adduct:(M+F)-;mz.error:17.609080;Database:HMDB.metabolite.data",3
M384T246,384.1141478,245.5327835,NA,3,Compound.name:Niazicin A;CAS.ID:159768-74-8;HMDB.ID:HMDB0038952;KEGG.ID:NA;Lab.ID:HMDB0038952;Adduct:(M-H)-;mz.error:4.811352;Database:HMDB.metabolite.data{}Compound.name:Ketazolam;CAS.ID:27223-35-4;HMDB.ID:HMDB0015526;KEGG.ID:NA;Lab.ID:HMDB0015526;Adduct:(M+NH4-2H)-;mz.error:5.194183;Database:HMDB.metabolite.data{}Compound.name:Sarafloxacin;CAS.ID:98105-99-8;HMDB.ID:HMDB0039526;KEGG.ID:NA;Lab.ID:HMDB0039526;Adduct:(M-H)-;mz.error:5.875088;Database:HMDB.metabolite.data,3
M384T590,384.1563898,589.8299561,NA,3,Compound.name:Propericiazine;CAS.ID:2622-26-6;HMDB.ID:HMDB0015546;KEGG.ID:NA;Lab.ID:HMDB0015546;Adduct:(M+F)-;mz.error: 3.266842;Database:HMDB.metabolite.data{}Compound.name:Nequinate;CAS.ID:13997-19-8;HMDB.ID:HMDB0031754;KEGG.ID:NA;Lab.ID:HMDB0031754;Adduct:(M+F)-;mz.error:13.046072;Database:HMDB.metabolite.data{}Compound.name:Isopentenyladenine-9-N-glucoside;CAS.ID:NA;HMDB.ID:HMDB0012240;KEGG.ID:NA;Lab.ID:HMDB0012240;Adduct:(M+Na-2H)-;mz.error:22.411282;Database:HMDB.metabolite.data,3
